"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"330","190510","나무가",19650,150,0.77,NA,NA,6446,3.05,0,0
"331","242040","나무기술",3030,20,0.66,131,23.13,592,5.12,0,0
"332","089600","나스미디어",39350,-850,-2.11,2156,18.25,14753,2.67,660,1.68
"333","293580","나우IB",9590,-310,-3.13,312,30.74,7428,1.29,150,1.56
"334","138610","나이벡",36200,-1900,-4.99,NA,NA,2767,13.08,0,0
"335","130580","나이스디앤비",9310,0,0,686,13.57,3540,2.63,175,1.88
"336","036800","나이스정보통신",28750,-750,-2.54,3212,8.95,23005,1.25,460,1.6
"337","267320","나인테크",4765,-160,-3.25,NA,NA,NA,NA,0,0
"338","001260","남광토건",13400,-600,-4.29,394,34.01,5379,2.49,0,0
"339","008350","남선알미늄",4165,-35,-0.83,131,31.79,1621,2.57,0,0
"340","008355","남선알미우",37000,-800,-2.12,NA,NA,NA,NA,0,0
"341","004270","남성",3535,-180,-4.85,NA,NA,2379,1.49,25,0.71
"342","003920","남양유업",295000,-5000,-1.67,34527,8.54,1028846,0.29,1000,0.34
"343","003925","남양유업우",179000,-1000,-0.56,NA,NA,NA,NA,1050,0.59
"344","025860","남해화학",8550,-150,-1.72,335,25.52,8735,0.98,60,0.7
"345","111710","남화산업",10600,-100,-0.93,150,70.67,6556,1.62,50,0.47
"346","091590","남화토건",12100,-200,-1.63,424,28.54,11305,1.07,70,0.58
"347","168330","내츄럴엔도텍",2525,0,0,NA,NA,1010,2.5,0,0
"348","253590","네오셈",3540,-140,-3.8,NA,NA,999,3.54,10,0.28
"349","212560","네오오토",5100,-20,-0.39,317,16.09,10077,0.51,50,0.98
"350","095660","네오위즈",22250,-550,-2.41,1133,19.64,14741,1.51,0,0
"351","042420","네오위즈홀딩스",29800,-2500,-7.74,2529,11.78,36556,0.82,123,0.41
"352","311390","네오크레마",7910,-180,-2.22,164,48.23,5197,1.52,0,0
"353","085910","네오티스",3915,-55,-1.39,135,29,3880,1.01,250,6.39
"354","092730","네오팜",32400,-600,-1.82,2570,12.61,12878,2.52,750,2.31
"355","290660","네오펙트",3005,-50,-1.64,NA,NA,907,3.31,0,0
"356","306620","네온테크",4300,-90,-2.05,4,1075,1822,2.36,0,0
"357","153460","네이블",6720,-220,-3.17,NA,NA,3674,1.83,0,0
"358","007390","네이처셀",8010,-90,-1.11,16,500.63,1338,5.99,0,0
"359","033640","네패스",39500,-1100,-2.71,1349,29.28,9053,4.36,270,0.68
"360","330860","네패스아크",44750,-750,-1.65,763,58.65,3876,11.55,0,0
"361","005720","넥센",4750,-10,-0.21,1055,4.5,18028,0.26,80,1.68
"362","005725","넥센우",2945,-5,-0.17,NA,NA,NA,NA,85,2.89
"363","002350","넥센타이어",8420,220,2.68,1153,7.3,14921,0.56,105,1.25
"364","002355","넥센타이어1우B",2920,-20,-0.68,NA,NA,NA,NA,110,3.77
"365","089140","넥스턴",14100,-200,-1.4,539,26.16,8455,1.67,100,0.71
"366","065170","넥스트BT",1420,-40,-2.74,NA,NA,734,1.93,0,0
"367","003580","넥스트사이언스",4015,35,0.88,NA,NA,2692,1.49,0,0
"368","137940","넥스트아이",1315,-30,-2.23,NA,NA,1028,1.28,0,0
"369","348210","넥스틴",76900,1900,2.53,NA,NA,180,427.22,0,0
"370","041140","넥슨지티",14600,-500,-3.31,85,171.76,3040,4.8,0,0
"371","217270","넵튠",28350,-950,-3.24,NA,NA,2945,9.63,0,0
"372","225570","넷게임즈",15500,850,5.8,NA,NA,1323,11.72,0,0
"373","251270","넷마블",123500,-6500,-5,1883,65.59,51919,2.38,0,0
"374","104620","노랑풍선",23450,-350,-1.47,NA,NA,11795,1.99,200,0.85
"375","090350","노루페인트",9210,-280,-2.95,923,9.98,15754,0.58,275,2.99
"376","090355","노루페인트우",12000,-300,-2.44,NA,NA,NA,NA,280,2.33
"377","000320","노루홀딩스",11600,-250,-2.11,439,26.42,27108,0.43,400,3.45
"378","000325","노루홀딩스우",15600,-700,-4.29,NA,NA,NA,NA,405,2.6
"379","194700","노바렉스",38800,-850,-2.14,1850,20.97,10195,3.81,200,0.52
"380","285490","노바텍",35700,-1500,-4.03,548,65.15,2838,12.58,242,0.68
"381","278650","노터스",25500,-450,-1.73,650,39.23,5581,4.57,0,0
"382","006280","녹십자",378500,-8500,-2.2,NA,NA,89738,4.22,1000,0.26
"383","144510","녹십자랩셀",89800,-1200,-1.32,NA,NA,4174,21.51,25,0.03
"384","031390","녹십자셀",40950,-1300,-3.08,923,44.37,6986,5.86,100,0.24
"385","142280","녹십자엠에스",10800,-250,-2.26,NA,NA,2348,4.6,0,0
"386","234690","녹십자웰빙",14000,1500,12,400,35,4685,2.99,80,0.57
"387","005250","녹십자홀딩스",37100,100,0.27,59,628.81,16407,2.26,325,0.88
"388","005257","녹십자홀딩스2우",95400,-1900,-1.95,NA,NA,NA,NA,325,0.34
"389","065560","녹원씨엔아이",5990,130,2.22,NA,NA,4418,1.36,0,0
"390","004370","농심",275000,-6000,-2.14,12277,22.4,316955,0.87,4000,1.45
"391","072710","농심홀딩스",73700,-200,-0.27,7887,9.34,198514,0.37,2000,2.71
"392","054050","농우바이오",12600,-550,-4.18,436,28.9,14399,0.88,200,1.59
"393","040160","누리텔레콤",7430,-530,-6.66,761,9.76,5666,1.31,50,0.67
"394","069140","누리플랜",6900,-200,-2.82,NA,NA,4313,1.6,0,0
"395","126870","뉴로스",4275,-105,-2.4,NA,NA,2748,1.56,0,0
"396","060260","뉴보텍",1375,-35,-2.48,66,20.83,826,1.66,0,0
"397","012340","뉴인텍",4100,-60,-1.44,NA,NA,899,4.56,0,0
"398","214870","뉴지랩",11200,150,1.36,NA,NA,2710,4.13,0,0
"399","270870","뉴트리",28550,250,0.88,1056,27.04,6336,4.51,150,0.53
"400","144960","뉴파워프라즈마",6010,-240,-3.84,135,44.52,3269,1.84,0,0
"401","085670","뉴프렉스",1890,-70,-3.57,NA,NA,2301,0.82,0,0
"402","119860","다나와",34400,-1250,-3.51,1822,18.88,8387,4.1,400,1.16
"403","064260","다날",7250,-480,-6.21,434,16.71,3168,2.29,0,0
"404","093640","다믈멀티미디어",3145,-75,-2.33,53,59.34,1961,1.6,0,0
"405","039560","다산네트웍스",10150,-550,-5.14,51,199.02,5002,2.03,0,0
"406","058730","다스코",4995,-105,-2.06,125,39.96,8008,0.62,0,0
"407","023590","다우기술",27200,200,0.74,4283,6.35,29783,0.91,400,1.47
"408","032190","다우데이타",13250,-50,-0.38,1782,7.44,15886,0.83,180,1.36
"409","068240","다원시스",19850,-150,-0.75,161,123.29,7825,2.54,100,0.5
"410","019680","대교",3720,-20,-0.53,190,19.58,5848,0.64,170,4.57
"411","019685","대교우B",2505,-25,-0.99,NA,NA,NA,NA,180,7.19
"412","006370","대구백화점",9310,-100,-1.06,NA,NA,25376,0.37,100,1.07
"413","008060","대덕",6700,-130,-1.9,976,6.86,12786,0.52,300,4.48
"414","00806K","대덕1우",7830,-210,-2.61,NA,NA,NA,NA,305,3.9
"415","353200","대덕전자",14600,-250,-1.68,NA,NA,NA,NA,0,0
"416","35320K","대덕전자1우",8990,-210,-2.28,NA,NA,NA,NA,0,0
"417","000490","대동공업",7940,-140,-1.73,150,52.93,9019,0.88,60,0.76
"418","020400","대동금속",9000,-140,-1.53,NA,NA,13552,0.66,60,0.67
"419","008830","대동기어",3450,-175,-4.83,NA,NA,6383,0.54,25,0.72
"420","048470","대동스틸",5160,-220,-4.09,32,161.25,6111,0.84,30,0.58
"421","008110","대동전자",5540,-110,-1.95,512,10.82,13257,0.42,500,9.03
"422","004780","대륙제관",5010,-190,-3.65,337,14.87,6719,0.75,100,2
"423","005750","대림B&Co",5320,-230,-4.14,132,40.3,9607,0.55,130,2.44
"424","001880","대림건설",30700,-1250,-3.91,6265,4.9,30161,1.02,400,1.3
"425","017650","대림제지",12950,-250,-1.89,280,46.25,17050,0.76,0,0
"426","006570","대림통상",3980,-50,-1.24,NA,NA,6005,0.66,140,3.52
"427","007720","대명소노시즌",1375,-35,-2.48,633,2.17,1643,0.84,0,0
"428","317850","대모",4585,-230,-4.78,235,19.51,5213,0.88,70,1.53
"429","290670","대보마그네틱",36600,-400,-1.08,593,61.72,5448,6.72,0,0
"430","078140","대봉엘에스",9470,-390,-3.96,517,18.32,7289,1.3,50,0.53
"431","001680","대상",24950,-400,-1.58,2976,8.38,27896,0.89,600,2.4
"432","001685","대상우",17450,-750,-4.12,NA,NA,NA,NA,610,3.5
"433","084690","대상홀딩스",9700,-300,-3,1946,4.98,15703,0.62,200,2.06
"434","084695","대상홀딩스우",8200,-210,-2.5,NA,NA,NA,NA,210,2.56
"435","036480","대성미생물",18250,-550,-2.93,750,24.33,9235,1.98,85,0.47
"436","128820","대성산업",3500,145,4.32,NA,NA,9118,0.38,0,0
"437","117580","대성에너지",5150,-10,-0.19,474,10.86,11145,0.46,250,4.85
"438","025440","대성엘텍",1105,-30,-2.64,NA,NA,387,2.86,0,0
"439","027830","대성창투",2150,-100,-4.44,NA,NA,1250,1.72,0,0
"440","104040","대성파인텍",2270,-90,-3.81,39,58.21,1693,1.34,0,0
"441","016710","대성홀딩스",28250,0,0,837,33.75,26020,1.09,250,0.88
"442","332290","대신밸런스제7호스팩",2100,5,0.24,NA,NA,NA,NA,0,0
"443","336570","대신밸런스제8호스팩",2095,-10,-0.48,NA,NA,NA,NA,0,0
"444","369370","대신밸런스제9호스팩",2065,0,0,NA,NA,NA,NA,0,0
"445","020180","대신정보통신",1690,-25,-1.46,39,43.33,678,2.49,10,0.59
"446","003540","대신증권",13900,-50,-0.36,1310,10.61,22870,0.61,1000,7.19
"447","003547","대신증권2우B",9450,-60,-0.63,NA,NA,NA,NA,1050,11.11
"448","003545","대신증권우",9950,-20,-0.2,NA,NA,NA,NA,1050,10.55
"449","045390","대아티아이",5220,-170,-3.15,30,174,1327,3.93,20,0.38
"450","009190","대양금속",3855,-100,-2.53,230,16.76,1907,2.02,0,0
"451","108380","대양전기공업",15450,-700,-4.33,1334,11.58,21740,0.71,200,1.29
"452","006580","대양제지",3260,0,0,1070,3.05,5010,0.65,40,1.23
"453","014160","대영포장",2695,100,3.85,100,26.95,1389,1.94,0,0
"454","047040","대우건설",5870,-190,-3.14,508,11.56,5916,0.99,0,0
"455","009320","대우부품",2690,-30,-1.1,NA,NA,775,3.47,0,0
"456","042660","대우조선해양",25450,-700,-2.68,NA,NA,35025,0.73,0,0
"457","003090","대웅",36550,-1200,-3.18,1446,25.28,10795,3.39,100,0.27
"458","069620","대웅제약",135500,-5500,-3.9,2132,63.56,44820,3.02,600,0.44
"459","007680","대원",9550,-250,-2.55,845,11.3,25261,0.38,250,2.62
"460","000430","대원강업",4140,-40,-0.96,258,16.05,7743,0.53,115,2.78
"461","048910","대원미디어",11000,-400,-3.51,90,122.22,6244,1.76,0,0
"462","005710","대원산업",5670,-110,-1.9,1950,2.91,15540,0.36,125,2.2
"463","006340","대원전선",1510,-25,-1.63,NA,NA,1136,1.33,0,0
"464","006345","대원전선우",2490,-95,-3.68,NA,NA,NA,NA,0,0
"465","003220","대원제약",16650,0,0,1306,12.75,9660,1.72,260,1.56
"466","024890","대원화성",1850,-45,-2.37,104,17.79,1925,0.96,10,0.54
"467","290380","대유",14450,-750,-4.93,543,26.61,6992,2.07,250,1.73
"468","002880","대유에이텍",1070,-5,-0.47,94,11.38,1013,1.06,0,0
"469","290120","대유에이피",6900,-70,-1,733,9.41,4288,1.61,200,2.9
"470","000300","대유플러스",804,-14,-1.71,152,5.29,953,0.84,0,0
"471","120240","대정화금",27350,-1150,-4.04,855,31.99,17078,1.6,300,1.1
"472","003310","대주산업",2325,85,3.79,51,45.59,1472,1.58,30,1.29
"473","078600","대주전자재료",39400,-1550,-3.79,NA,NA,5269,7.48,0,0
"474","012800","대창",1990,-100,-4.78,66,30.15,2023,0.98,10,0.5
"475","015230","대창단조",6280,-120,-1.88,1039,6.04,12724,0.49,220,3.5
"476","096350","대창솔루션",448,-11,-2.4,NA,NA,412,1.09,0,0
"477","140520","대창스틸",2525,-75,-2.88,NA,NA,4685,0.54,100,3.96
"478","131220","대한과학",14650,-600,-3.93,165,88.79,3788,3.87,60,0.41
"479","010170","대한광통신",3350,-195,-5.5,NA,NA,2433,1.38,0,0
"480","060900","대한그린파워",2230,55,2.53,NA,NA,188,11.86,0,0
"481","054670","대한뉴팜",10850,-500,-4.41,1085,10,4254,2.55,0,0
"482","001070","대한방직",39600,-150,-0.38,NA,NA,23893,1.66,0,0
"483","023910","대한약품",33750,200,0.6,4694,7.19,27796,1.21,400,1.19
"484","006650","대한유화",363500,3500,0.97,17218,21.11,273632,1.33,2500,0.69
"485","001440","대한전선",981,-29,-2.87,NA,NA,345,2.84,0,0
"486","084010","대한제강",13600,0,0,1340,10.15,18665,0.73,200,1.47
"487","001790","대한제당",22350,150,0.68,1717,13.02,48261,0.46,675,3.02
"488","001795","대한제당우",15100,350,2.37,NA,NA,NA,NA,700,4.64
"489","001130","대한제분",142000,-3000,-2.07,10196,13.93,449614,0.32,2000,1.41
"490","003490","대한항공",28150,-700,-2.43,NA,NA,17950,1.57,0,0
"491","003495","대한항공우",40200,-500,-1.23,NA,NA,NA,NA,0,0
"492","005880","대한해운",3295,0,0,374,8.81,3394,0.97,0,0
"493","003830","대한화섬",115000,500,0.44,20048,5.74,401661,0.29,410,0.36
"494","016090","대현",2125,-110,-4.92,376,5.65,4498,0.47,100,4.71
"495","069460","대호에이엘",2240,-30,-1.32,NA,NA,972,2.3,0,0
"496","021040","대호피앤씨",807,-17,-2.06,10,80.7,933,0.86,0,0
"497","021045","대호피앤씨우",1250,-20,-1.57,NA,NA,NA,NA,0,0
"498","067080","대화제약",12150,-250,-2.02,600,20.25,4354,2.79,150,1.23
"499","298540","더네이쳐홀딩스",52500,1200,2.34,3167,16.58,12200,4.3,0,0
"500","192080","더블유게임즈",55300,-1800,-3.15,6541,8.45,35440,1.56,350,0.63
"501","299170","더블유에스아이",2660,-5,-0.19,NA,NA,NA,NA,0,0
"502","035290","더블유에프엠",1305,0,0,NA,NA,50,26.1,0,0
"503","012510","더존비즈온",110000,1500,1.38,1684,65.32,11427,9.63,470,0.43
"504","213420","덕산네오룩스",42300,-1600,-3.64,798,53.01,6662,6.35,0,0
"505","317330","덕산테코피아",18400,-550,-2.9,696,26.44,7900,2.33,0,0
"506","077360","덕산하이메탈",13550,-850,-5.9,563,24.07,8904,1.52,0,0
"507","004830","덕성",6500,200,3.17,10,650,3690,1.76,20,0.31
"508","004835","덕성우",12000,450,3.9,NA,NA,NA,NA,25,0.21
"509","090410","덕신하우징",1600,0,0,39,41.03,1814,0.88,0,0
"510","024900","덕양산업",3345,-100,-2.9,NA,NA,1439,2.32,0,0
"511","263600","덕우전자",9060,-320,-3.41,556,16.29,5581,1.62,140,1.55
"512","194480","데브시스터즈",62000,1100,1.81,NA,NA,9195,6.74,0,0
"513","263800","데이타솔루션",5960,-160,-2.61,NA,NA,1623,3.67,0,0
"514","206560","덱스터",6760,40,0.6,NA,NA,2242,3.02,0,0
"515","261200","덴티스",2450,-75,-2.97,NA,NA,NA,NA,0,0
"516","145720","덴티움",61200,1000,1.66,1714,35.71,18695,3.27,0,0
"517","067990","도이치모터스",6470,-220,-3.29,2036,3.18,8689,0.74,0,0
"518","002150","도화엔지니어링",8050,-180,-2.19,519,15.51,7490,1.07,250,3.11
"519","006620","동구바이오제약",36050,-5450,-13.13,1585,22.74,8918,4.04,100,0.28
"520","100130","동국S&C",5940,-260,-4.19,171,34.74,4582,1.3,100,1.68
"521","005160","동국산업",3125,-80,-2.5,263,11.88,7054,0.44,130,4.16
"522","075970","동국알앤에스",3010,-155,-4.9,140,21.5,4066,0.74,80,2.66
"523","001230","동국제강",8990,-360,-3.85,NA,NA,19382,0.46,0,0
"524","086450","동국제약",28650,-400,-1.38,1283,22.33,8031,3.57,160,0.56
"525","023450","동남합성",47400,400,0.85,4926,9.62,20576,2.3,200,0.42
"526","004140","동방",10350,1150,12.5,NA,NA,2695,3.84,0,0
"527","099410","동방선기",2235,230,11.47,NA,NA,2108,1.06,0,0
"528","007590","동방아그로",6550,-110,-1.65,555,11.8,10032,0.65,250,3.82
"529","005960","동부건설",12050,-450,-3.6,2814,4.28,19059,0.63,700,5.81
"530","005965","동부건설우",22000,-150,-0.68,NA,NA,NA,NA,750,3.41
"531","026960","동서",40300,-900,-2.18,1388,29.03,13419,3,700,1.74
"532","002210","동성제약",12650,-350,-2.69,NA,NA,2689,4.7,0,0
"533","102260","동성코퍼레이션",4965,-75,-1.49,128,38.79,6198,0.8,200,4.03
"534","033500","동성화인텍",11200,-100,-0.88,634,17.67,3517,3.18,220,1.96
"535","005190","동성화학",16100,-200,-1.23,2517,6.4,21972,0.73,600,3.73
"536","025950","동신건설",43700,700,1.63,100,437,10388,4.21,0,0
"537","000640","동아쏘시오홀딩스",116000,-1000,-0.85,3220,36.02,121392,0.96,1000,0.86
"538","170900","동아에스티",82100,-1700,-2.03,8404,9.77,76488,1.07,1000,1.22
"539","088130","동아엘텍",8770,-290,-3.2,1111,7.89,15454,0.57,150,1.71
"540","028100","동아지질",16650,50,0.3,1686,9.88,16860,0.99,200,1.2
"541","282690","동아타이어",10400,0,0,1799,5.78,25988,0.4,500,4.81
"542","041930","동아화성",12900,-500,-3.73,684,18.86,6826,1.89,50,0.39
"543","001520","동양",1245,-25,-1.97,NA,NA,3428,0.36,40,3.21
"544","001527","동양2우B",11600,-50,-0.43,NA,NA,NA,NA,150,1.29
"545","001529","동양3우B",24300,-650,-2.61,NA,NA,NA,NA,150,0.62
"546","084670","동양고속",23450,-250,-1.05,12104,1.94,45514,0.52,4700,20.04
"547","002900","동양물산",1575,-55,-3.37,61,25.82,882,1.79,0,0
"548","082640","동양생명",4120,-70,-1.67,739,5.58,16121,0.26,230,5.58
"549","060380","동양에스텍",2315,-60,-2.53,101,22.92,2615,0.89,100,4.32
"550","001525","동양우",6620,-80,-1.19,NA,NA,NA,NA,90,1.36
"551","079960","동양이엔피",18050,-950,-5,3154,5.72,27524,0.66,300,1.66
"552","008970","동양철관",1300,0,0,15,86.67,671,1.94,0,0
"553","228340","동양파일",5170,100,1.97,NA,NA,6112,0.85,0,0
"554","092780","동양피스톤",5760,-150,-2.54,753,7.65,8059,0.71,120,2.08
"555","088910","동우팜투테이블",3400,35,1.04,102,33.33,7357,0.46,0,0
"556","094170","동운아나텍",9850,-450,-4.37,503,19.58,1503,6.55,50,0.51
"557","049770","동원F&B",198000,-1000,-0.5,17015,11.64,176519,1.12,3000,1.52
"558","013120","동원개발",5150,-80,-1.53,933,5.52,8492,0.61,170,3.3
"559","018500","동원금속",1190,135,12.8,350,3.4,1363,0.87,0,0
"560","006040","동원산업",259500,1500,0.58,12635,20.54,282744,0.92,2000,0.77
"561","030720","동원수산",8940,-60,-0.67,1304,6.86,10939,0.82,0,0
"562","014820","동원시스템즈",50100,-2100,-4.02,1485,33.74,17529,2.86,500,1
"563","014825","동원시스템즈우",31450,-900,-2.78,NA,NA,NA,NA,550,1.75
"564","163560","동일고무벨트",8840,-140,-1.56,597,14.81,13940,0.63,100,1.13
"565","109860","동일금속",12050,-50,-0.41,2420,4.98,17743,0.68,280,2.32
"566","032960","동일기연",12800,-1000,-7.25,852,15.02,14924,0.86,40,0.31
"567","004890","동일산업",78000,-500,-0.64,1726,45.19,145886,0.53,750,0.96
"568","002690","동일제강",2815,115,4.26,74,38.04,8703,0.32,10,0.36
"569","023790","동일철강",5290,110,2.12,611,8.66,7397,0.72,0,0
"570","005290","동진쎄미켐",30700,-900,-2.85,1138,26.98,6931,4.43,90,0.29
"571","025900","동화기업",48500,-2700,-5.27,1581,30.68,26226,1.85,150,0.31
"572","000020","동화약품",14500,50,0.35,341,42.52,10772,1.35,120,0.83
"573","000150","두산",46650,-1700,-3.52,21900,2.13,72969,0.64,5200,11.15
"574","000157","두산2우B",54800,-800,-1.44,NA,NA,NA,NA,5200,9.49
"575","241560","두산밥캣",32350,-2150,-6.23,2716,11.91,39692,0.82,1200,3.71
"576","000155","두산우",37500,-450,-1.19,NA,NA,NA,NA,5250,14
"577","042670","두산인프라코어",7860,-130,-1.63,1153,6.82,10677,0.74,0,0
"578","034020","두산중공업",10600,-500,-4.5,NA,NA,11643,0.91,0,0
"579","336260","두산퓨얼셀",50000,-3600,-6.72,162,308.64,2277,21.96,0,0
"580","33626K","두산퓨얼셀1우",15600,-850,-5.17,NA,NA,NA,NA,0,0
"581","33626L","두산퓨얼셀2우B",18200,-800,-4.21,NA,NA,NA,NA,0,0
"582","016740","두올",3880,-90,-2.27,374,10.37,5223,0.74,80,2.06
"583","073190","듀오백",7880,-270,-3.31,NA,NA,2289,3.44,0,0
"584","030350","드래곤플라이",2170,-125,-5.45,NA,NA,773,2.81,0,0
"585","203650","드림시큐리티",4460,80,1.83,69,64.64,1271,3.51,0,0
"586","223250","드림씨아이에스",16000,-350,-2.14,1032,15.5,2671,5.99,0,0
"587","060570","드림어스컴퍼니",5100,-200,-3.77,NA,NA,2074,2.46,0,0
"588","192650","드림텍",9380,-270,-2.8,417,22.49,3575,2.62,160,1.71
"589","217620","디딤",1825,-75,-3.95,39,46.79,887,2.06,0,0
"590","187870","디바이스이엔지",40250,-1400,-3.36,698,57.66,9062,4.44,0,0
"591","066670","디스플레이텍",4300,-75,-1.71,316,13.61,8006,0.54,100,2.33
"592","024090","디씨엠",12550,-150,-1.18,2385,5.26,14933,0.84,500,3.98
"593","003160","디아이",5960,-160,-2.61,23,259.13,4256,1.4,50,0.84
"594","092200","디아이씨",3190,-175,-5.2,NA,NA,3969,0.8,0,0
"595","110990","디아이티",9450,-500,-5.03,713,13.25,9120,1.04,200,2.12
"596","263690","디알젬",13150,-750,-5.4,485,27.11,2872,4.58,50,0.38
"597","214680","디알텍",1470,-50,-3.29,20,73.5,763,1.93,0,0
"598","263720","디앤씨미디어",36200,-1250,-3.34,404,89.6,3383,10.7,0,0
"599","109740","디에스케이",6500,-130,-1.96,308,21.1,5531,1.18,0,0
"600","033430","디에스티",370,0,0,NA,NA,64,5.78,0,0
"601","131030","디에이치피코리아",7820,-90,-1.14,894,8.75,6505,1.2,100,1.28
"602","196490","디에이테크놀로지",6290,-410,-6.12,NA,NA,5715,1.1,0,0
"603","066900","디에이피",3910,-110,-2.74,54,72.41,4423,0.88,0,0
"604","127120","디엔에이링크",5190,-240,-4.42,NA,NA,815,6.37,0,0
"605","092070","디엔에프",22250,-1600,-6.71,220,101.14,8388,2.65,0,0
"606","134580","디엠티",2760,-70,-2.47,NA,NA,2181,1.27,0,0
"607","039840","디오",39000,1300,3.45,1483,26.3,9174,4.25,0,0
"608","013570","디와이",5900,-80,-1.34,646,9.13,13449,0.44,150,2.54
"609","210540","디와이파워",14450,-350,-2.36,1729,8.36,15129,0.96,200,1.38
"610","104460","디와이피엔에프",26100,-300,-1.14,2212,11.8,6402,4.08,350,1.34
"611","079810","디이엔티",8470,-220,-2.53,NA,NA,1469,5.77,0,0
"612","227100","디자인",8930,-20,-0.22,NA,NA,4597,1.94,0,0
"613","113810","디젠스",851,-76,-8.2,NA,NA,597,1.43,0,0
"614","043360","디지아이",2550,-115,-4.32,NA,NA,5064,0.5,0,0
"615","197140","디지캡",4805,-110,-2.24,185,25.97,3932,1.22,70,1.46
"616","106520","디지탈옵틱",808,-67,-7.66,NA,NA,637,1.27,0,0
"617","068930","디지털대성",7290,-150,-2.02,762,9.57,3693,1.97,300,4.12
"618","033130","디지틀조선",2560,-30,-1.16,92,27.83,2070,1.24,30,1.17
"619","105740","디케이락",11800,-500,-4.07,1029,11.47,10995,1.07,200,1.69
"620","263020","디케이앤디",10400,-100,-0.95,365,28.49,6629,1.57,0,0
"621","290550","디케이티",19600,50,0.26,966,20.29,7085,2.77,0,0
"622","007340","디티알오토모티브",27450,-450,-1.61,7539,3.64,60240,0.46,1500,5.46
"623","187220","디티앤씨",7380,-10,-0.14,NA,NA,7738,0.95,0,0
"624","026890","디피씨",11300,-250,-2.16,287,39.37,3705,3.05,80,0.71
"625","131180","딜리",1615,-30,-1.82,74,21.82,1964,0.82,40,2.48
"626","317120","라닉스",11900,-400,-3.25,NA,NA,1873,6.35,0,0
"627","042510","라온시큐어",3465,40,1.17,66,52.5,682,5.08,0,0
"628","300120","라온피플",29450,1050,3.7,989,29.78,6090,4.84,150,0.51
"629","050120","라이브플렉스",4195,-45,-1.06,NA,NA,6670,0.63,0,0
"630","171120","라이온켐텍",7780,-260,-3.23,584,13.32,5776,1.35,150,1.93
"631","069540","라이트론",5420,0,0,276,19.64,2648,2.05,0,0
"632","214260","라파스",24750,-1000,-3.88,18,1375,5733,4.32,0,0
"633","115390","락앤락",14800,100,0.68,302,49.01,12620,1.17,0,0
"634","171010","램테크놀러지",6150,-130,-2.07,276,22.28,2683,2.29,0,0
"635","084650","랩지노믹스",13750,-400,-2.83,93,147.85,2922,4.71,0,0
"636","217500","러셀",4665,-355,-7.07,147,31.73,1265,3.69,25,0.54
"637","033600","럭슬",179,0,0,NA,NA,988,0.18,0,0
"638","141080","레고켐바이오",53700,-700,-1.29,641,83.78,4741,11.33,0,0
"639","060300","레드로버",1830,0,0,NA,NA,312,5.87,0,0
"640","038390","레드캡투어",22300,-300,-1.33,2699,8.26,19085,1.17,800,3.59
"641","294140","레몬",8370,-190,-2.22,NA,NA,623,13.43,0,0
"642","228670","레이",53800,500,0.94,1915,28.09,8647,6.22,0,0
"643","228850","레이언스",11550,0,0,933,12.38,11711,0.99,300,2.6
"644","281740","레이크머티리얼즈",3670,65,1.8,10,367,1836,2,0,0
"645","277810","레인보우로보틱스",24750,-1850,-6.95,NA,NA,623,39.73,0,0
"646","215100","로보로보",4995,-245,-4.68,63,79.29,1383,3.61,13,0.26
"647","090360","로보스타",27350,-950,-3.36,NA,NA,9889,2.77,0,0
"648","108490","로보티즈",16600,-600,-3.49,221,75.11,5454,3.04,0,0
"649","067730","로지시스",9090,310,3.53,NA,NA,1676,5.42,60,0.66
"650","071280","로체시스템즈",6400,-260,-3.9,80,80,4274,1.5,0,0
"651","032350","롯데관광개발",21750,450,2.11,NA,NA,4348,5,0,0
"652","000400","롯데손해보험",1675,-60,-3.46,NA,NA,3112,0.54,0,0
"653","023530","롯데쇼핑",118500,-4000,-3.27,NA,NA,376333,0.31,3800,3.21
"654","004000","롯데정밀화학",53400,-600,-1.11,6611,8.08,57873,0.92,1700,3.18
"655","286940","롯데정보통신",39450,-1150,-2.83,3720,10.6,25357,1.56,700,1.77
"656","280360","롯데제과",124000,-3000,-2.36,5936,20.89,188501,0.66,1300,1.05
"657","004990","롯데지주",33600,-300,-0.88,NA,NA,63267,0.53,1100,3.27
"658","00499K","롯데지주우",58900,300,0.51,NA,NA,NA,NA,1150,1.95
"659","005300","롯데칠성",114500,-4000,-3.38,NA,NA,138233,0.83,2700,2.36
"660","005305","롯데칠성우",60500,-1500,-2.42,NA,NA,NA,NA,2705,4.47
"661","011170","롯데케미칼",318000,-6000,-1.85,20860,15.24,385244,0.83,6700,2.11
"662","002270","롯데푸드",376000,-12000,-3.09,41242,9.12,625100,0.6,12000,3.19
"663","071840","롯데하이마트",37450,300,0.81,NA,NA,81410,0.46,1000,2.67
"664","038060","루멘스",2840,35,1.25,NA,NA,2482,1.14,0,0
"665","085370","루트로닉",9150,-340,-3.58,NA,NA,4417,2.07,0,0
"666","08537M","루트로닉3우C",13200,-1200,-8.33,NA,NA,NA,NA,151,1.14
"667","060240","룽투코리아",4805,-235,-4.66,67,71.72,2898,1.66,0,0
"668","058470","리노공업",160200,-1200,-0.74,3485,45.97,19694,8.13,1200,0.75
