"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1008","067770","세진티에스",5400,-230,-4.09,NA,NA,4464,1.21,0,0
"1009","053450","세코닉스",8650,-270,-3.03,NA,NA,9257,0.93,50,0.58
"1010","234340","세틀뱅크",32950,-550,-1.64,1466,22.48,11939,2.76,380,1.15
"1011","027970","세하",1710,-70,-3.93,323,5.29,1090,1.57,0,0
"1012","145210","세화아이엠씨",624,-1,-0.16,NA,NA,588,1.06,0,0
"1013","252500","세화피앤씨",3765,-160,-4.08,30,125.5,1256,3,10,0.27
"1014","347000","센코",19350,-950,-4.68,NA,NA,1950,9.92,0,0
"1015","308170","센트랄모텍",30000,-1850,-5.81,782,38.36,11636,2.58,0,0
"1016","051980","센트럴바이오",2670,40,1.52,NA,NA,528,5.06,0,0
"1017","012600","센트럴인사이트",8160,-460,-5.34,NA,NA,801,10.19,0,0
"1018","331920","셀레믹스",22000,-900,-3.93,NA,NA,800,27.5,0,0
"1019","049180","셀루메드",5980,0,0,NA,NA,213,28.08,0,0
"1020","299660","셀리드",36000,-650,-1.77,NA,NA,5359,6.72,0,0
"1021","268600","셀리버리",113100,-6900,-5.75,NA,NA,1745,64.81,0,0
"1022","108860","셀바스AI",2760,-105,-3.66,NA,NA,1380,2,0,0
"1023","208370","셀바스헬스케어",2425,-25,-1.02,NA,NA,1114,2.18,0,0
"1024","068270","셀트리온",297500,-10500,-3.41,2196,135.47,20421,14.57,0,0
"1025","068760","셀트리온제약",153700,-7800,-4.83,236,651.27,7674,20.03,0,0
"1026","091990","셀트리온헬스케어",125600,-5100,-3.9,427,294.15,10816,11.61,0,0
"1027","290690","소룩스",16800,-950,-5.35,935,17.97,3274,5.13,50,0.3
"1028","053110","소리바다",325,-39,-10.71,NA,NA,338,0.96,0,0
"1029","032680","소프트센",1685,-80,-4.53,NA,NA,975,1.73,0,0
"1030","032685","소프트센우",24300,-550,-2.21,NA,NA,NA,NA,0,0
"1031","258790","소프트캠프",3000,80,2.74,26,115.38,401,7.48,0,0
"1032","066910","손오공",1875,-35,-1.83,NA,NA,909,2.06,0,0
"1033","043100","솔고바이오",392,0,0,NA,NA,566,0.69,0,0
"1034","336370","솔루스첨단소재",45150,200,0.44,113,399.56,3551,12.71,0,0
"1035","33637K","솔루스첨단소재1우",15050,-400,-2.59,NA,NA,NA,NA,0,0
"1036","33637L","솔루스첨단소재2우B",26700,-1000,-3.61,NA,NA,NA,NA,0,0
"1037","154040","솔루에타",4420,-250,-5.35,NA,NA,4924,0.9,0,0
"1038","248070","솔루엠",22050,-1450,-6.17,1132,19.48,1655,13.32,0,0
"1039","035610","솔본",7660,-370,-4.61,78,98.21,5130,1.49,0,0
"1040","357780","솔브레인",309800,-13000,-4.03,NA,NA,NA,NA,0,0
"1041","036830","솔브레인홀딩스",43950,-1150,-2.55,6665,6.59,45837,0.96,850,1.93
"1042","304100","솔트룩스",31350,-1200,-3.69,249,125.9,9100,3.45,0,0
"1043","004430","송원산업",18400,150,0.82,1448,12.71,17983,1.02,150,0.82
"1044","086980","쇼박스",4305,-95,-2.16,52,82.79,2247,1.92,50,1.16
"1045","050960","수산아이앤티",40500,150,0.37,430,94.19,11277,3.59,75,0.19
"1046","017550","수산중공업",4140,-190,-4.39,3,1380,1859,2.23,10,0.24
"1047","084180","수성",2165,-150,-6.48,NA,NA,1235,1.75,0,0
"1048","253840","수젠텍",13600,-450,-3.2,NA,NA,1838,7.4,0,0
"1049","058530","슈펙스비앤피",162,0,0,NA,NA,541,0.3,0,0
"1050","236200","슈프리마",26300,-650,-2.41,3650,7.21,18961,1.39,0,0
"1051","317770","슈프리마아이디",15450,-450,-2.83,397,38.92,12939,1.19,0,0
"1052","094840","슈프리마에이치큐",7810,-290,-3.58,821,9.51,13936,0.56,0,0
"1053","192440","슈피겐코리아",60800,-1400,-2.25,6690,9.09,47368,1.28,1300,2.14
"1054","099440","스맥",1760,-65,-3.56,NA,NA,3428,0.51,0,0
"1055","053210","스카이라이프",8540,70,0.83,1147,7.45,14620,0.58,350,4.1
"1056","033790","스카이문스테크놀로지",829,0,0,NA,NA,1168,0.71,0,0
"1057","131100","스카이이앤엠",1730,-90,-4.95,NA,NA,516,3.35,0,0
"1058","159910","스킨앤스킨",263,0,0,NA,NA,282,0.93,0,0
"1059","158310","스타모빌리티",505,0,0,NA,NA,2426,0.21,0,0
"1060","115570","스타플렉스",4210,-95,-2.21,NA,NA,9954,0.42,80,1.9
"1061","253450","스튜디오드래곤",96200,-2100,-2.14,941,102.23,15242,6.31,0,0
"1062","204630","스튜디오산타클로스",2015,-70,-3.36,NA,NA,1371,1.47,0,0
"1063","013810","스페코",9220,-570,-5.82,632,14.59,2614,3.53,0,0
"1064","049830","승일",8560,-80,-0.93,NA,NA,22914,0.37,0,0
"1065","020710","시공테크",5330,-190,-3.44,786,6.78,5404,0.99,80,1.5
"1066","033170","시그네틱스",1545,-105,-6.36,NA,NA,1627,0.95,0,0
"1067","048870","시너지이노베이션",3045,-50,-1.62,54,56.39,1153,2.64,0,0
"1068","025320","시노펙스",4005,-95,-2.32,89,45,1142,3.51,0,0
"1069","134790","시디즈",59400,-3600,-5.71,4655,12.76,16020,3.71,300,0.51
"1070","269620","시스웍",1975,-95,-4.59,37,53.38,732,2.7,40,2.03
"1071","131090","시큐브",1610,0,0,133,12.11,754,2.14,10,0.62
"1072","139050","시티랩스",945,-50,-5.03,NA,NA,417,2.27,0,0
"1073","016590","신대양제지",65000,-2900,-4.27,13849,4.69,103836,0.63,625,0.96
"1074","290520","신도기연",18550,-650,-3.39,2258,8.22,7056,2.63,0,0
"1075","029530","신도리코",28800,-500,-1.71,1473,19.55,86372,0.33,1000,3.47
"1076","004970","신라교역",10000,-200,-1.96,645,15.5,32378,0.31,500,5
"1077","001000","신라섬유",2575,-240,-8.53,9,286.11,595,4.33,0,0
"1078","025870","신라에스지",15600,-1550,-9.04,181,86.19,3963,3.94,0,0
"1079","215600","신라젠",12100,0,0,NA,NA,858,14.1,0,0
"1080","065350","신성델타테크",9000,-200,-2.17,261,34.48,5302,1.7,80,0.89
"1081","011930","신성이엔지",3070,-90,-2.85,15,204.67,704,4.36,0,0
"1082","005390","신성통상",1605,-5,-0.31,51,31.47,1652,0.97,0,0
"1083","004170","신세계",267000,-7000,-2.55,52658,5.07,398826,0.67,2000,0.75
"1084","035510","신세계 I&C",135000,-4000,-2.88,6512,20.73,115835,1.17,2000,1.48
"1085","034300","신세계건설",45550,950,2.13,4379,10.4,49395,0.92,800,1.76
"1086","031430","신세계인터내셔날",189500,-2500,-1.3,10361,18.29,83650,2.27,1100,0.58
"1087","031440","신세계푸드",64800,-2600,-3.86,1124,57.65,81369,0.8,750,1.16
"1088","006880","신송홀딩스",3990,-120,-2.92,NA,NA,7609,0.52,80,2.01
"1089","002800","신신제약",8100,-220,-2.64,141,57.45,3715,2.18,28,0.35
"1090","323280","신영스팩5호",2100,-20,-0.94,NA,NA,NA,NA,0,0
"1091","344050","신영스팩6호",2060,-5,-0.24,NA,NA,NA,NA,0,0
"1092","005800","신영와코루",89700,-400,-0.44,4238,21.17,343727,0.26,1500,1.67
"1093","001720","신영증권",54400,-1300,-2.33,2324,23.41,69280,0.79,2500,4.6
"1094","001725","신영증권우",55800,0,0,NA,NA,NA,NA,2550,4.57
"1095","009270","신원",1425,-30,-2.06,19,75,2373,0.6,0,0
"1096","009275","신원우",32950,-250,-0.75,NA,NA,NA,NA,0,0
"1097","017000","신원종합개발",5620,-50,-0.88,1351,4.16,8649,0.65,0,0
"1098","002700","신일전자",2170,10,0.46,61,35.57,978,2.22,20,0.92
"1099","012790","신일제약",14250,-450,-3.06,672,21.21,9044,1.58,150,1.05
"1100","138070","신진에스엠",6030,-150,-2.43,275,21.93,7926,0.76,70,1.16
"1101","226330","신테카바이오",16000,-750,-4.48,NA,NA,3505,4.56,0,0
"1102","019170","신풍제약",83800,-700,-0.83,35,2394.29,3782,22.16,0,0
"1103","019175","신풍제약우",84900,1100,1.31,NA,NA,NA,NA,0,0
"1104","002870","신풍제지",2850,-65,-2.23,709,4.02,1981,1.44,60,2.11
"1105","333050","신한제6호스팩",2060,5,0.24,NA,NA,NA,NA,0,0
"1106","366330","신한제7호스팩",2035,-5,-0.25,NA,NA,NA,NA,0,0
"1107","055550","신한지주",32950,-1150,-3.37,7000,4.71,79682,0.41,1850,5.61
"1108","001770","신화실업",22850,-450,-1.93,793,28.81,28118,0.81,100,0.44
"1109","056700","신화인터텍",3365,-195,-5.48,327,10.29,3315,1.02,50,1.49
"1110","187270","신화콘텍",3000,-25,-0.83,NA,NA,4818,0.62,0,0
"1111","004080","신흥",12550,-300,-2.33,214,58.64,9162,1.37,200,1.59
"1112","243840","신흥에스이씨",45400,0,0,2446,18.56,15448,2.94,280,0.62
"1113","108320","실리콘웍스",64200,-1600,-2.43,2370,27.09,29033,2.21,830,1.29
"1114","222800","심텍",23750,-50,-0.21,NA,NA,6678,3.56,160,0.67
"1115","036710","심텍홀딩스",2650,-105,-3.81,NA,NA,2910,0.91,10,0.38
"1116","160980","싸이맥스",19950,-850,-4.09,312,63.94,9725,2.05,250,1.25
"1117","217330","싸이토젠",54900,-1100,-1.96,NA,NA,3181,17.26,0,0
"1118","102280","쌍방울",630,-10,-1.56,NA,NA,1083,0.58,0,0
"1119","003410","쌍용양회",6650,-200,-2.92,259,25.68,3566,1.86,42,0.63
"1120","010280","쌍용정보통신",1655,-50,-2.93,32,51.72,1095,1.51,0,0
"1121","003620","쌍용차",2770,0,0,NA,NA,2690,1.03,0,0
"1122","004770","써니전자",4255,-150,-3.41,20,212.75,1598,2.66,0,0
"1123","208640","썸에이지",1600,-100,-5.88,NA,NA,205,7.8,0,0
"1124","222420","쎄노텍",2600,-65,-2.44,NA,NA,869,2.99,0,0
"1125","037760","쎄니트",1640,-90,-5.2,62,26.45,2143,0.77,30,1.83
"1126","136510","쎄미시스코",5980,-270,-4.32,NA,NA,4633,1.29,0,0
"1127","099320","쎄트렉아이",62100,-3600,-5.48,992,62.6,8775,7.08,210,0.34
"1128","015540","쎌마테라퓨틱스",6750,-60,-0.88,NA,NA,346,19.51,0,0
"1129","049960","쎌바이오텍",18600,-250,-1.33,976,19.06,11022,1.69,600,3.23
"1130","050890","쏠리드",8790,-480,-5.18,121,72.64,2350,3.74,0,0
"1131","066790","씨씨에스",846,0,0,NA,NA,590,1.43,0,0
"1132","222080","씨아이에스",14250,-700,-4.68,212,67.22,926,15.39,0,0
"1133","004920","씨아이테크",907,-14,-1.52,NA,NA,1692,0.54,0,0
"1134","264660","씨앤지하이테크",13700,-600,-4.2,1432,9.57,8019,1.71,150,1.09
"1135","352700","씨앤투스성진",20450,-200,-0.97,NA,NA,1835,11.14,0,0
"1136","297090","씨에스베어링",30000,-450,-1.48,750,40,4781,6.27,0,0
"1137","112610","씨에스윈드",72400,-500,-0.69,978,74.03,9360,7.74,460,0.64
"1138","115530","씨엔플러스",839,0,0,NA,NA,222,3.78,0,0
"1139","225330","씨엠에스에듀",5160,-50,-0.96,330,15.64,2079,2.48,425,8.24
"1140","115480","씨유메디칼",2050,-70,-3.3,NA,NA,2747,0.75,0,0
"1141","189330","씨이랩",36750,-2350,-6.01,27,1361.11,853,43.08,0,0
"1142","096530","씨젠",124500,200,0.16,1026,121.35,5815,21.41,100,0.08
"1143","101240","씨큐브",8070,-30,-0.37,659,12.25,5336,1.51,170,2.11
"1144","060590","씨티씨바이오",5860,30,0.51,NA,NA,3870,1.51,0,0
"1145","260930","씨티케이코스메틱스",14950,-250,-1.64,797,18.76,17056,0.88,300,2.01
"1146","013990","아가방컴퍼니",3415,-55,-1.59,NA,NA,4106,0.83,0,0
"1147","123860","아나패스",26600,-450,-1.66,NA,NA,5451,4.88,100,0.38
"1148","025980","아난티",7270,-200,-2.68,NA,NA,4451,1.63,0,0
"1149","008700","아남전자",3215,45,1.42,12,267.92,748,4.3,0,0
"1150","050320","아래스",990,0,0,NA,NA,60,16.5,0,0
"1151","058220","아리온",275,0,0,NA,NA,523,0.53,0,0
"1152","125210","아모그린텍",12200,-750,-5.79,109,111.93,2317,5.27,0,0
"1153","002790","아모레G",64700,-500,-0.77,1444,44.81,35078,1.84,300,0.46
"1154","00279K","아모레G3우(전환)",40950,-800,-1.92,NA,NA,NA,NA,834,2.04
"1155","002795","아모레G우",21700,-600,-2.69,NA,NA,NA,NA,305,1.41
"1156","090430","아모레퍼시픽",234500,-4500,-1.88,3477,67.44,65050,3.6,1000,0.43
"1157","090435","아모레퍼시픽우",75800,-1900,-2.45,NA,NA,NA,NA,1005,1.33
"1158","052710","아모텍",34300,-800,-2.28,37,927.03,20412,1.68,0,0
"1159","074430","아미노로직스",2435,-90,-3.56,NA,NA,590,4.13,0,0
"1160","092040","아미코젠",28400,-1700,-5.65,5,5680,6354,4.47,0,0
"1161","083930","아바코",13400,-500,-3.6,1364,9.82,8150,1.64,300,2.24
"1162","149950","아바텍",18100,-600,-3.21,499,36.27,8719,2.08,100,0.55
"1163","036010","아비코전자",6980,-490,-6.56,NA,NA,7706,0.91,70,1
"1164","002030","아세아",91600,-1200,-1.29,25353,3.61,354657,0.26,1750,1.91
"1165","183190","아세아시멘트",89200,-2900,-3.15,7159,12.46,204892,0.44,1500,1.68
"1166","002310","아세아제지",44500,-1250,-2.73,6860,6.49,65302,0.68,600,1.35
"1167","050860","아세아텍",3200,-50,-1.54,60,53.33,5637,0.57,50,1.56
"1168","246720","아스타",5470,130,2.43,NA,NA,1291,4.24,0,0
"1169","067390","아스트",5740,-110,-1.88,NA,NA,7376,0.78,0,0
"1170","127710","아시아경제",2125,-90,-4.06,146,14.55,4044,0.53,0,0
"1171","267850","아시아나IDT",20850,-300,-1.42,NA,NA,12737,1.64,500,2.4
"1172","020560","아시아나항공",14800,-300,-1.99,NA,NA,10673,1.39,0,0
"1173","154030","아시아종묘",5650,-190,-3.25,NA,NA,1562,3.62,0,0
"1174","227610","아우딘퓨쳐스",2070,-65,-3.04,NA,NA,1707,1.21,0,0
"1175","143160","아이디스",28000,-1000,-3.45,185,151.35,14218,1.97,250,0.89
"1176","054800","아이디스홀딩스",12850,100,0.78,NA,NA,20285,0.63,200,1.56
"1177","332370","아이디피",7890,-130,-1.62,680,11.6,4385,1.8,0,0
"1178","122900","아이마켓코리아",8610,-130,-1.49,483,17.83,10185,0.85,600,6.97
"1179","339950","아이비김영",1580,0,0,NA,NA,NA,NA,0,0
"1180","099190","아이센스",24050,-400,-1.64,1723,13.96,14454,1.66,200,0.83
"1181","289010","아이스크림에듀",7790,-130,-1.64,417,18.68,5793,1.34,100,1.28
"1182","214430","아이쓰리시스템",21100,-700,-3.21,26,811.54,9715,2.17,70,0.33
"1183","040910","아이씨디",17150,-750,-4.19,701,24.47,8394,2.04,150,0.87
"1184","068940","아이씨케이",4200,-5,-0.12,NA,NA,475,8.84,0,0
"1185","052860","아이앤씨",4010,-250,-5.87,339,11.83,3126,1.28,100,2.49
"1186","010780","아이에스동서",53700,-1200,-2.19,2141,25.08,35551,1.51,700,1.3
"1187","069920","아이에스이커머스",3930,20,0.51,NA,NA,1949,2.02,0,0
"1188","038880","아이에이",1660,-70,-4.05,7,237.14,236,7.03,0,0
"1189","123010","아이에이네트웍스",1700,-35,-2.02,NA,NA,222,7.66,0,0
"1190","307180","아이엘사이언스",3340,-15,-0.45,NA,NA,621,5.38,0,0
"1191","101390","아이엠",894,-24,-2.61,NA,NA,770,1.16,0,0
"1192","090740","아이엠이연이",5150,-350,-6.36,509,10.12,4372,1.18,50,0.97
"1193","226350","아이엠텍",214,0,0,NA,NA,456,0.47,0,0
"1194","078860","아이오케이",1385,-75,-5.14,NA,NA,2035,0.68,0,0
"1195","114810","아이원스",6020,-120,-1.95,NA,NA,4788,1.26,0,0
"1196","031310","아이즈비전",3900,-130,-3.23,NA,NA,5581,0.7,0,0
"1197","185490","아이진",11550,-50,-0.43,NA,NA,1634,7.07,0,0
"1198","059100","아이컴포넌트",5690,140,2.52,NA,NA,4061,1.4,0,0
"1199","262840","아이퀘스트",16500,-1150,-6.52,425,38.82,1586,10.4,100,0.61
"1200","175250","아이큐어",52500,-4700,-8.22,NA,NA,15129,3.47,0,0
"1201","052460","아이크래프트",3615,-100,-2.69,NA,NA,2209,1.64,0,0
"1202","119830","아이텍",8300,-10,-0.12,NA,NA,5276,1.57,0,0
"1203","052770","아이톡시",3180,0,0,NA,NA,501,6.35,0,0
"1204","124500","아이티센",5510,-300,-5.16,21,262.38,1882,2.93,0,0
"1205","084850","아이티엠반도체",45800,-1300,-2.76,2220,20.63,11668,3.93,0,0
"1206","027360","아주IB투자",4075,-20,-0.49,137,29.74,1412,2.89,35,0.86
"1207","032080","아즈텍WB",2335,-75,-3.11,231,10.11,4437,0.53,0,0
"1208","013310","아진산업",3530,35,1,421,8.38,5499,0.64,0,0
"1209","059120","아진엑스텍",7300,-430,-5.56,253,28.85,4198,1.74,100,1.37
"1210","158430","아톤",24250,550,2.32,NA,NA,10518,2.31,0,0
"1211","067160","아프리카TV",72900,-4500,-5.81,3164,23.04,10346,7.05,550,0.75
"1212","001540","안국약품",13000,-450,-3.35,221,58.82,11366,1.14,220,1.69
"1213","053800","안랩",87800,-4200,-4.57,2204,39.84,20539,4.27,900,1.03
"1214","065660","안트로젠",61200,-2400,-3.77,NA,NA,7607,8.05,0,0
"1215","297570","알로이스",4600,-195,-4.07,NA,NA,953,4.83,0,0
"1216","001780","알루코",4540,-115,-2.47,NA,NA,2755,1.65,0,0
"1217","260660","알리코제약",12150,-250,-2.02,1007,12.07,6969,1.74,200,1.65
"1218","131370","알서포트",8370,-510,-5.74,166,50.42,1163,7.2,20,0.24
"1219","140670","알에스오토메이션",9790,-510,-4.95,16,611.88,4310,2.27,0,0
"1220","096610","알에프세미",5750,-200,-3.36,NA,NA,6140,0.94,13,0.23
"1221","061040","알에프텍",9120,-100,-1.08,NA,NA,6140,1.49,0,0
"1222","148250","알엔투테크놀로지",16700,-450,-2.62,135,123.7,4500,3.71,50,0.3
"1223","347860","알체라",32750,-800,-2.38,NA,NA,997,32.85,0,0
"1224","196170","알테오젠",130000,-6200,-4.55,NA,NA,2519,51.61,0,0
"1225","123750","알톤스포츠",4830,-115,-2.33,NA,NA,1245,3.88,0,0
"1226","085810","알티캐스트",1750,-75,-4.11,NA,NA,2931,0.6,0,0
"1227","117670","알파홀딩스",5330,-270,-4.82,NA,NA,3815,1.4,0,0
"1228","291650","압타머사이언스",24650,-1050,-4.09,NA,NA,924,26.68,0,0
"1229","293780","압타바이오",52400,-2600,-4.73,NA,NA,6907,7.59,0,0
"1230","018250","애경산업",25500,-350,-1.35,1581,16.13,12817,1.99,450,1.76
"1231","161000","애경유화",10950,-200,-1.79,966,11.34,11336,0.97,350,3.2
"1232","196300","애니젠",15650,-800,-4.86,NA,NA,2989,5.24,0,0
"1233","310200","애니플러스",1520,-35,-2.25,NA,NA,1881,0.81,0,0
"1234","205500","액션스퀘어",2100,-95,-4.33,NA,NA,489,4.29,0,0
"1235","052790","액토즈소프트",8520,-200,-2.29,1897,4.49,10423,0.82,0,0
"1236","131400","액트",4500,-115,-2.49,NA,NA,2215,2.03,0,0
"1237","290740","액트로",9300,-280,-2.92,1484,6.27,7578,1.23,200,2.15
"1238","238090","앤디포스",4375,-180,-3.95,NA,NA,2185,2,0,0
"1239","092600","앤씨앤",5900,70,1.2,NA,NA,2028,2.91,0,0
"1240","129890","앱코",26350,-550,-2.04,575,45.83,1337,19.71,0,0
"1241","174900","앱클론",27900,-600,-2.11,179,155.87,2337,11.94,0,0
"1242","255440","야스",13350,-500,-3.61,1256,10.63,11536,1.16,150,1.12
"1243","030960","양지사",14250,-1550,-9.81,8787,1.62,11820,1.21,50,0.35
"1244","102120","어보브반도체",14050,-450,-3.1,815,17.24,5175,2.71,200,1.42
"1245","238120","얼라인드",7370,-250,-3.28,16,460.63,2918,2.53,0,0
"1246","019990","에너토크",4560,-175,-3.7,51,89.41,4106,1.11,50,1.1
"1247","011090","에넥스",2070,-115,-5.26,NA,NA,903,2.29,0,0
"1248","041440","에버다임",4835,-40,-0.82,65,74.38,10599,0.46,40,0.83
"1249","038680","에스넷",6880,-200,-2.82,408,16.86,4474,1.54,120,1.74
"1250","217480","에스디생명공학",5050,-150,-2.88,NA,NA,4047,1.25,0,0
"1251","121890","에스디시스템",739,0,0,NA,NA,1021,0.72,0,0
"1252","097780","에스맥",1465,-40,-2.66,NA,NA,950,1.54,0,0
"1253","042110","에스씨디",1375,-50,-3.51,NA,NA,2083,0.66,15,1.09
"1254","298060","에스씨엠생명과학",33350,-1700,-4.85,NA,NA,1704,19.57,0,0
"1255","065420","에스아이리소스",639,0,0,NA,NA,178,3.59,0,0
"1256","103230","에스앤더블류",2505,0,0,NA,NA,5410,0.46,0,0
"1257","101490","에스앤에스텍",34300,-1900,-5.25,528,64.96,4489,7.64,50,0.15
"1258","095910","에스에너지",5920,-280,-4.52,NA,NA,7431,0.8,50,0.84
"1259","275630","에스에스알",5860,0,0,194,30.21,4265,1.37,0,0
"1260","031330","에스에이엠티",2625,-5,-0.19,380,6.91,2383,1.1,140,5.33
"1261","060540","에스에이티",2480,-75,-2.94,355,6.99,3231,0.77,50,2.02
"1262","056190","에스에프에이",42450,-1350,-3.08,3939,10.78,24380,1.74,1056,2.49
"1263","080000","에스엔유",4075,-175,-4.12,226,18.03,3362,1.21,0,0
"1264","005850","에스엘",23700,450,1.94,1979,11.98,28224,0.84,400,1.69
"1265","041510","에스엠",30050,-550,-1.8,NA,NA,18944,1.59,0,0
"1266","007820","에스엠코어",7570,-330,-4.18,229,33.06,3919,1.93,70,0.92
"1267","109610","에스와이",4070,-160,-3.78,NA,NA,3489,1.17,0,0
"1268","012750","에스원",83000,0,0,4337,19.14,34937,2.38,2500,3.01
"1269","306040","에스제이그룹",20550,-950,-4.42,1824,11.27,7047,2.92,400,1.95
"1270","080440","에스제이케이",498,0,0,NA,NA,997,0.5,0,0
"1271","096630","에스코넥",2010,-90,-4.29,NA,NA,1383,1.45,0,0
"1272","069510","에스텍",10700,-350,-3.17,2045,5.23,14115,0.76,600,5.61
"1273","041910","에스텍파마",11000,-450,-3.93,1304,8.44,8633,1.27,100,0.91
"1274","234300","에스트래픽",5530,-150,-2.64,NA,NA,1967,2.81,0,0
"1275","039440","에스티아이",18900,-300,-1.56,1529,12.36,10548,1.79,250,1.32
"1276","098660","에스티오",2195,-190,-7.97,270,8.13,2810,0.78,120,5.47
"1277","052020","에스티큐브",10450,150,1.46,NA,NA,1029,10.16,0,0
"1278","237690","에스티팜",78000,-2400,-2.99,NA,NA,16132,4.84,0,0
"1279","050760","에스폴리텍",5390,-200,-3.58,684,7.88,3429,1.57,50,0.93
"1280","288620","에스퓨얼셀",33200,-1500,-4.32,263,126.24,5422,6.12,50,0.15
"1281","317830","에스피시스템스",7240,-210,-2.82,212,34.15,3737,1.94,20,0.28
"1282","058610","에스피지",8790,-440,-4.77,370,23.76,6336,1.39,100,1.14
"1283","043340","에쎈테크",1145,-40,-3.38,NA,NA,385,2.97,0,0
"1284","023960","에쓰씨엔지니어링",5300,160,3.11,NA,NA,994,5.33,0,0
"1285","298690","에어부산",3795,-40,-1.04,NA,NA,1862,2.04,0,0
"1286","054630","에이디칩스",1465,-75,-4.87,NA,NA,683,2.14,0,0
"1287","200710","에이디테크놀로지",26800,-850,-3.07,803,33.37,5518,4.86,0,0
"1288","096690","에이루트",6990,40,0.58,350,19.97,13630,0.51,0,0
"1289","078520","에이블씨엔씨",7710,-240,-3.02,NA,NA,9140,0.84,0,0
"1290","298380","에이비엘바이오",20300,-800,-3.79,NA,NA,2914,6.97,0,0
"1291","195990","에이비프로바이오",916,-16,-1.72,NA,NA,731,1.25,0,0
"1292","003800","에이스침대",41000,200,0.49,4130,9.93,42247,0.97,1100,2.68
"1293","088800","에이스테크",22250,-800,-3.47,NA,NA,2275,9.78,0,0
"1294","241840","에이스토리",34650,-2100,-5.71,NA,NA,4143,8.36,0,0
"1295","138360","에이씨티",4480,0,0,NA,NA,1588,2.82,0,0
"1296","039230","에이아이비트",181,0,0,NA,NA,483,0.37,0,0
"1297","312610","에이에프더블류",11200,450,4.19,307,36.48,3523,3.18,100,0.89
"1298","015260","에이엔피",1470,5,0.34,NA,NA,4707,0.31,0,0
"1299","102210","에이치디",1100,0,0,NA,NA,1517,0.73,0,0
"1300","072990","에이치시티",13950,-100,-0.71,874,15.96,7129,1.96,30,0.22
"1301","176440","에이치엔티",1920,0,0,NA,NA,695,2.76,0,0
"1302","028300","에이치엘비",68600,5500,8.72,NA,NA,3835,17.89,0,0
"1303","067630","에이치엘비생명과학",18200,2650,17.04,NA,NA,7094,2.57,0,0
"1304","047920","에이치엘비제약",15400,0,0,34,452.94,1293,11.91,0,0
"1305","043220","에이치엘비파워",1015,25,2.53,15,67.67,425,2.39,0,0
"1306","239610","에이치엘사이언스",40900,-1300,-3.08,3722,10.99,15065,2.71,400,0.98
"1307","353070","에이치엠씨제4호스팩",2075,-20,-0.95,NA,NA,NA,NA,0,0
"1308","353060","에이치엠씨제5호스팩",2025,-20,-0.98,NA,NA,NA,NA,0,0
"1309","044780","에이치케이",1730,-20,-1.14,45,38.44,2642,0.65,0,0
"1310","071670","에이테크솔루션",15450,-900,-5.5,145,106.55,7007,2.2,0,0
"1311","045660","에이텍",29100,-900,-3,789,36.88,9141,3.18,100,0.34
"1312","224110","에이텍티앤",21000,-700,-3.23,480,43.75,9164,2.29,0,0
"1313","230980","에이트원",5380,60,1.13,NA,NA,841,6.4,0,0
"1314","021080","에이티넘인베스트",2325,-45,-1.9,141,16.49,1660,1.4,50,2.15
"1315","089530","에이티세미콘",653,-1,-0.15,NA,NA,444,1.47,0,0
"1316","200470","에이팩트",6970,-100,-1.41,239,29.16,3459,2.02,0,0
"1317","073070","에이팸",2035,0,0,NA,NA,2250,0.9,0,0
"1318","262260","에이프로",38800,350,0.91,1543,25.15,3866,10.04,0,0
"1319","109960","에이프로젠 H&G",647,-24,-3.58,NA,NA,1178,0.55,0,0
"1320","007460","에이프로젠 KIC",1845,-15,-0.81,86,21.45,1973,0.94,0,0
"1321","003060","에이프로젠제약",1125,-10,-0.88,NA,NA,968,1.16,0,0
"1322","244920","에이플러스에셋",5900,-180,-2.96,610,9.67,2262,2.61,15,0.25
"1323","089970","에이피티씨",19850,-200,-1,656,30.26,2561,7.75,0,0
"1324","230240","에치에프알",21200,-2100,-9.01,86,246.51,6753,3.14,0,0
"1325","064510","에코마이스터",1475,-15,-1.01,NA,NA,855,1.73,0,0
"1326","230360","에코마케팅",26600,0,0,975,27.28,3293,8.08,670,2.52
"1327","038870","에코바이오",8740,-350,-3.85,620,14.1,5355,1.63,0,0
"1328","128540","에코캡",3720,-155,-4,76,48.95,4556,0.82,0,0
"1329","086520","에코프로",64300,-700,-1.08,946,67.97,12226,5.26,300,0.47
"1330","247540","에코프로비엠",162300,-3700,-2.23,1750,92.74,18010,9.01,150,0.09
"1331","038110","에코플라스틱",2010,-75,-3.6,NA,NA,4274,0.47,30,1.49
"1332","073540","에프알텍",5620,-60,-1.06,NA,NA,2742,2.05,0,0
"1333","064850","에프앤가이드",7380,-190,-2.51,286,25.8,3067,2.41,70,0.95
"1334","064090","에프앤리퍼블릭",481,-22,-4.37,NA,NA,423,1.14,0,0
"1335","036810","에프에스티",31700,-1250,-3.79,1002,31.64,5592,5.67,80,0.25
"1336","173940","에프엔씨엔터",5610,-160,-2.77,NA,NA,4622,1.21,0,0
"1337","083500","에프엔에스테크",12250,-600,-4.67,202,60.64,6180,1.98,0,0
"1338","054940","엑사이엔씨",1420,-10,-0.7,NA,NA,1570,0.9,0,0
