"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"2168","288330","브릿지바이오테라퓨틱스",15050,50,0.33,"KOSDAQ","제약",288676668700,142,105.99,4021,3.74,0,0
"1190","061250","화일약품",13200,400,3.13,"KOSDAQ","제약",288666193200,235,56.17,6906,1.91,125,0.95
"881","036800","나이스정보통신",28750,-750,-2.54,"KOSDAQ","통신서비스",2.875e+11,3212,8.95,23005,1.25,460,1.6
"2194","297090","씨에스베어링",30000,-450,-1.48,"KOSDAQ","기계·장비",2.87412e+11,750,40,4781,6.27,0,0
"983","043610","지니뮤직",4940,-260,-5,"KOSDAQ","디지털컨텐츠",287090263720,126,39.21,2627,1.88,0,0
"129","002020","코오롱",22700,-500,-2.16,"KOSPI","기타금융",286619870200,NA,NA,43841,0.52,500,2.2
"1203","064290","인텍플러스",22700,-1300,-5.42,"KOSDAQ","반도체",286302887400,448,50.67,1733,13.1,0,0
"870","036530","S&T홀딩스",17500,-250,-1.41,"KOSPI","기타금융",285318005000,4072,4.3,46992,0.37,500,2.86
"133","002100","경농",13150,-150,-1.13,"KOSPI","화학",285246512500,254,51.77,8484,1.55,220,1.67
"1333","075580","세진중공업",5000,-70,-1.38,"KOSPI","운수장비",284247280000,42,119.05,2765,1.81,20,0.4
"2250","317400","자이에스앤디",10600,-450,-4.07,"KOSPI","서비스업",283894712000,677,15.66,5419,1.96,100,0.94
"529","012610","경인양행",6870,-130,-1.86,"KOSPI","화학",283774727550,344,19.97,5357,1.28,50,0.73
"998","045100","한양이엔지",15750,-650,-3.96,"KOSDAQ","기타서비스",2.835e+11,1695,9.29,18191,0.87,450,2.86
"1869","187870","디바이스이엔지",40250,-1400,-3.36,"KOSDAQ","반도체",283223512250,698,57.66,9062,4.44,0,0
"1795","149950","아바텍",18100,-600,-3.21,"KOSDAQ","IT부품",282495750000,499,36.27,8719,2.08,100,0.55
"1573","100790","미래에셋벤처투자",6100,-20,-0.33,"KOSDAQ","금융",281520020300,310,19.68,3345,1.82,185,3.03
"627","018290","브이티지엠피",8240,70,0.86,"KOSDAQ","일반전기전자",281474453040,103,80,1577,5.23,0,0
"808","033240","자화전자",15700,-1350,-7.92,"KOSPI","전기전자",2.8103e+11,NA,NA,15564,1.01,0,0
"1654","115180","큐리언트",31750,-50,-0.16,"KOSDAQ","기타서비스",280783950750,NA,NA,1786,17.78,0,0
"1939","211270","AP위성",18650,-1700,-8.35,"KOSDAQ","통신장비",280026094600,51,365.69,5479,3.4,70,0.38
"1604","104460","디와이피엔에프",26100,-300,-1.14,"KOSDAQ","기계·장비",279625612500,2212,11.8,6402,4.08,350,1.34
"1371","079980","휴비스",8080,-270,-3.23,"KOSPI","화학",2.7876e+11,NA,NA,11407,0.71,150,1.86
"1849","179900","유티아이",17200,-350,-1.99,"KOSDAQ","IT부품",278758594000,317,54.26,3900,4.41,100,0.58
"619","017890","한국알콜",12900,-100,-0.77,"KOSDAQ","화학",278714304000,1545,8.35,15175,0.85,100,0.78
"1950","214330","금호에이치티",2225,-55,-2.41,"KOSPI","운수장비",278698295725,NA,NA,2439,0.91,0,0
"39","000540","흥국화재",4335,165,3.96,"KOSPI","보험",278491866075,510,8.5,10926,0.4,0,0
"248","004360","세방",14400,0,0,"KOSPI","운수창고업",278045136000,240,60,35497,0.41,175,1.22
"217","003560","IHQ",1895,-35,-1.81,"KOSPI","서비스업",277116742460,NA,NA,933,2.03,0,0
"685","023800","인지컨트롤스",18200,-600,-3.19,"KOSPI","운수장비",275914329600,NA,NA,11832,1.54,100,0.55
"380","007340","디티알오토모티브",27450,-450,-1.61,"KOSPI","전기전자",274335437250,7539,3.64,60240,0.46,1500,5.46
"332","005960","동부건설",12050,-450,-3.6,"KOSPI","건설업",273612204350,2814,4.28,19059,0.63,700,5.81
"128","001940","KISCO홀딩스",14800,-50,-0.34,"KOSPI","철강금속",273450424000,2909,5.09,44246,0.33,280,1.89
"1062","050960","수산아이앤티",40500,150,0.37,"KOSDAQ","출판·매체복제",273415500000,430,94.19,11277,3.59,75,0.19
"2028","230240","에치에프알",21200,-2100,-9.01,"KOSDAQ","일반전기전자",273098824000,86,246.51,6753,3.14,0,0
"621","017940","E1",39800,-500,-1.24,"KOSPI","유통업",2.73028e+11,NA,NA,166288,0.24,2200,5.53
"1813","160550","NEW",9770,160,1.66,"KOSDAQ","오락·문화",272642655620,NA,NA,3979,2.46,0,0
"1395","083310","엘오티베큠",16450,-550,-3.24,"KOSDAQ","반도체",272068079850,143,115.03,9277,1.77,0,0
"2180","290670","대보마그네틱",36600,-400,-1.08,"KOSDAQ","기계·장비",271456710000,593,61.72,5448,6.72,0,0
"135","002150","도화엔지니어링",8050,-180,-2.19,"KOSPI","서비스업",2.71446e+11,519,15.51,7490,1.07,250,3.11
"1392","082800","비보존 헬스케어",1775,35,2.01,"KOSDAQ","반도체",271319840200,NA,NA,905,1.96,0,0
"1085","052420","오성첨단소재",3995,-195,-4.65,"KOSDAQ","IT부품",271086074305,236,16.93,2813,1.42,0,0
"1274","068330","일신바이오",6120,-180,-2.86,"KOSDAQ","기계·장비",270602776800,109,56.15,908,6.74,7,0.11
"1535","096040","이트론",514,-120,-18.93,"KOSDAQ","정보기기",269643756472,NA,NA,187,2.75,0,0
"1441","086980","쇼박스",4305,-95,-2.16,"KOSDAQ","오락·문화",2.69493e+11,52,82.79,2247,1.92,50,1.16
"1576","101060","SBS미디어홀딩스",1925,-20,-1.03,"KOSPI","서비스업",269300165750,NA,NA,4162,0.46,0,0
"1819","161580","필옵틱스",13400,-50,-0.37,"KOSDAQ","IT부품",267821806800,NA,NA,3174,4.22,0,0
"2252","317690","퀀타매트릭스",18250,-600,-3.18,"KOSDAQ","의료·정밀기기",267452363000,NA,NA,2372,7.69,0,0
"2101","262260","에이프로",38800,350,0.91,"KOSDAQ","일반전기전자",266968288800,1543,25.15,3866,10.04,0,0
"1471","090360","로보스타",27350,-950,-3.36,"KOSDAQ","기계·장비",266662500000,NA,NA,9889,2.77,0,0
"1502","092730","네오팜",32400,-600,-1.82,"KOSDAQ","화학",265918496400,2570,12.61,12878,2.52,750,2.31
"874","036580","팜스코",7200,-200,-2.7,"KOSPI","음식료품",264441189600,NA,NA,7977,0.9,50,0.69
"963","042420","네오위즈홀딩스",29800,-2500,-7.74,"KOSDAQ","디지털컨텐츠",263934606800,2529,11.78,36556,0.82,123,0.41
"1189","061040","알에프텍",9120,-100,-1.08,"KOSDAQ","통신장비",263567252160,NA,NA,6140,1.49,0,0
"1931","208340","파멥신",18500,-600,-3.14,"KOSDAQ","제약",263496036500,NA,NA,4904,3.77,0,0
"1784","144960","뉴파워프라즈마",6010,-240,-3.84,"KOSDAQ","기계·장비",262592670240,135,44.52,3269,1.84,0,0
"768","031330","에스에이엠티",2625,-5,-0.19,"KOSDAQ","유통",262487050875,380,6.91,2383,1.1,140,5.33
"596","016590","신대양제지",65000,-2900,-4.27,"KOSPI","종이목재",261935830000,13849,4.69,103836,0.63,625,0.96
"884","036890","진성티이씨",11650,-250,-2.1,"KOSDAQ","기계·장비",261918422200,1102,10.57,6213,1.88,200,1.72
"817","033530","세종공업",9370,-130,-1.37,"KOSPI","운수장비",260682404570,257,36.46,16554,0.57,50,0.53
"2136","270870","뉴트리",28550,250,0.88,"KOSDAQ","음식료·담배",260182545200,1056,27.04,6336,4.51,150,0.53
"2227","307750","국전약품",6740,-220,-3.16,"KOSDAQ","제약",259746248060,NA,NA,NA,NA,0,0
"1063","051160","지어소프트",17800,-500,-2.73,"KOSDAQ","소프트웨어",259427079000,NA,NA,572,31.12,0,0
"1153","058400","KNN",1955,-35,-1.76,"KOSDAQ","방송서비스",258900102600,61,32.05,1479,1.32,20,1.02
"171","002810","삼영무역",14000,-300,-2.1,"KOSPI","유통업",258537272000,1987,7.05,19563,0.72,350,2.5
"2232","308170","센트랄모텍",30000,-1850,-5.81,"KOSPI","운수장비",2.583e+11,782,38.36,11636,2.58,0,0
"1680","121440","골프존뉴딘홀딩스",6010,0,0,"KOSDAQ","유통",257449276180,NA,NA,10475,0.57,117,1.95
"251","004380","삼익THK",12250,-500,-3.92,"KOSPI","기계",2.5725e+11,158,77.53,8969,1.37,150,1.22
"2208","299900","위지윅스튜디오",8210,130,1.61,"KOSDAQ","오락·문화",256936227410,204,40.25,1978,4.15,0,0
"33","000430","대원강업",4140,-40,-0.96,"KOSPI","운수장비",2.5668e+11,258,16.05,7743,0.53,115,2.78
"1822","163730","핑거",29000,0,0,"KOSDAQ","소프트웨어",256331406000,590,49.15,1826,15.88,0,0
"1482","091120","이엠텍",15950,-700,-4.2,"KOSDAQ","IT부품",256171929200,24,664.58,11185,1.43,0,0
"1723","129890","앱코",26350,-550,-2.04,"KOSDAQ","정보기기",255298088200,575,45.83,1337,19.71,0,0
"320","005810","풍산홀딩스",24500,-300,-1.21,"KOSPI","기타금융",255033436000,2544,9.63,62585,0.39,1400,5.71
"1247","066700","테라젠이텍스",7850,-170,-2.12,"KOSDAQ","제약",254688814750,1432,5.48,4378,1.79,0,0
"1069","051500","CJ프레시웨이",21450,-300,-1.38,"KOSDAQ","유통",254645519700,434,49.42,16967,1.26,250,1.17
"545","013580","계룡건설",28500,-350,-1.21,"KOSPI","건설업",254530849500,8363,3.41,50766,0.56,600,2.11
"314","005720","넥센",4750,-10,-0.21,"KOSPI","화학",254333890750,1055,4.5,18028,0.26,80,1.68
"1175","060280","큐렉소",7600,-350,-4.4,"KOSDAQ","유통",254124369200,NA,NA,1318,5.77,0,0
"1493","092130","이크레더블",21100,-300,-1.4,"KOSDAQ","기타서비스",254119960000,1134,18.61,4460,4.73,740,3.51
"993","044490","태웅",12700,-400,-3.05,"KOSDAQ","금속",254093738700,NA,NA,28401,0.45,0,0
"954","041830","인바디",18550,-250,-1.33,"KOSDAQ","의료·정밀기기",253834156100,1532,12.11,10209,1.82,140,0.75
"897","037710","광주신세계",158500,-3000,-1.86,"KOSPI","유통업",2.536e+11,29953,5.29,413244,0.38,3500,2.21
"1376","080420","모다이노칩",3175,-85,-2.61,"KOSDAQ","IT부품",253116149850,77,41.23,4320,0.73,0,0
"1132","054780","키이스트",14300,-450,-3.05,"KOSDAQ","오락·문화",252147638600,NA,NA,2555,5.6,0,0
"543","013520","화승알앤에이",3650,0,0,"KOSPI","운수장비",252013793750,376,9.71,4046,0.9,25,0.68
"991","044450","KSS해운",10850,-200,-1.81,"KOSPI","운수창고업",251566798000,1034,10.49,12026,0.9,270,2.49
"962","042370","비츠로테크",10350,-500,-4.61,"KOSDAQ","금융",251266422150,746,13.87,6932,1.49,50,0.48
"771","031440","신세계푸드",64800,-2600,-3.86,"KOSPI","서비스업",250936704000,1124,57.65,81369,0.8,750,1.16
"247","004310","현대약품",7770,-100,-1.27,"KOSPI","의약품",2.4864e+11,42,185,2737,2.84,45,0.58
"2036","234690","녹십자웰빙",14000,1500,12,"KOSDAQ","제약",248531864000,400,35,4685,2.99,80,0.57
"1127","054450","텔레칩스",18400,-600,-3.16,"KOSDAQ","반도체",248508762400,663,27.75,7624,2.41,120,0.65
"688","023900","풍국주정",19700,-550,-2.72,"KOSDAQ","음식료·담배",2.4822e+11,618,31.88,10607,1.86,160,0.81
"586","015860","일진홀딩스",5030,-170,-3.27,"KOSPI","기타금융",248217839490,274,18.36,5815,0.87,100,1.99
"854","035810","이지홀딩스",4460,-245,-5.21,"KOSDAQ","음식료·담배",248157178580,39,114.36,7110,0.63,50,1.12
"419","008700","아남전자",3215,45,1.42,"KOSPI","전기전자",247956296300,12,267.92,748,4.3,0,0
"2221","306200","세아제강",87300,-2800,-3.11,"KOSPI","철강금속",247608990000,8768,9.96,201388,0.43,2000,2.29
"803","033160","엠케이전자",11350,-200,-1.73,"KOSDAQ","반도체",247517270150,336,33.78,13992,0.81,40,0.35
"1218","065350","신성델타테크",9000,-200,-2.17,"KOSDAQ","일반전기전자",247355532000,261,34.48,5302,1.7,80,0.89
"471","010170","대한광통신",3350,-195,-5.5,"KOSDAQ","일반전기전자",247034443750,NA,NA,2433,1.38,0,0
"759","030210","KTB투자증권",4070,-185,-4.35,"KOSPI","증권",245478354440,681,5.98,8098,0.5,150,3.69
"1591","102120","어보브반도체",14050,-450,-3.1,"KOSDAQ","반도체",245308124650,815,17.24,5175,2.71,200,1.42
"598","016610","DB금융투자",5730,-150,-2.55,"KOSPI","증권",243217808970,1172,4.89,16484,0.35,250,4.36
"1497","092230","KPX홀딩스",57500,-1000,-1.71,"KOSPI","화학",242917145000,8406,6.84,149477,0.38,2600,4.52
"1928","207760","미스터블루",9810,-290,-2.87,"KOSDAQ","디지털컨텐츠",242911639350,495,19.82,1750,5.61,25,0.25
"2024","228760","지노믹트리",12150,-500,-3.95,"KOSDAQ","제약",242832512250,NA,NA,5450,2.23,0,0
"2045","238090","앤디포스",4375,-180,-3.95,"KOSDAQ","비금속",241332551250,NA,NA,2185,2,0,0
"2155","281740","레이크머티리얼즈",3670,65,1.8,"KOSDAQ","화학",241231111160,10,367,1836,2,0,0
"1004","045660","에이텍",29100,-900,-3,"KOSDAQ","정보기기",2.40366e+11,789,36.88,9141,3.18,100,0.34
"76","001130","대한제분",142000,-3000,-2.07,"KOSPI","음식료품",2.3998e+11,10196,13.93,449614,0.32,2000,1.41
"1492","092070","디엔에프",22250,-1600,-6.71,"KOSDAQ","화학",239450673000,220,101.14,8388,2.65,0,0
"1799","151860","KG ETS",6650,-190,-2.78,"KOSDAQ","기타서비스",2.394e+11,2789,2.38,6733,0.99,110,1.65
"1134","054920","한컴위드",8480,-290,-3.31,"KOSDAQ","소프트웨어",239280846880,1905,4.45,4404,1.93,0,0
"1669","118990","모트렉스",6130,-270,-4.22,"KOSDAQ","운송장비·부품",239076369070,NA,NA,3099,1.98,0,0
"1671","119610","인터로조",20450,-250,-1.21,"KOSDAQ","의료·정밀기기",238793382100,1494,13.69,10970,1.86,300,1.47
"1793","148150","세경하이테크",20500,-850,-3.98,"KOSDAQ","일반전기전자",2.38661e+11,1991,10.3,11869,1.73,250,1.22
"1903","199820","제일전기공업",21400,-1700,-7.36,"KOSDAQ","일반전기전자",2.37754e+11,1472,14.54,6617,3.23,125,0.58
"1985","220100","퓨쳐켐",18300,-350,-1.88,"KOSDAQ","제약",237603082500,NA,NA,1421,12.88,0,0
"1194","063080","게임빌",35950,-1700,-4.52,"KOSDAQ","디지털컨텐츠",237097152400,2110,17.04,38098,0.94,0,0
"1231","065680","우주일렉트로",23850,-1750,-6.84,"KOSDAQ","IT부품",236931147000,1407,16.95,19095,1.25,300,1.26
"1586","101530","해태제과식품",8130,-290,-3.44,"KOSPI","음식료품",236719762860,NA,NA,8359,0.97,150,1.85
"1420","085370","루트로닉",9150,-340,-3.58,"KOSDAQ","의료·정밀기기",236569233150,NA,NA,4417,2.07,0,0
"1041","049180","셀루메드",5980,0,0,"KOSDAQ","제약",236167577880,NA,NA,213,28.08,0,0
"1507","093230","이아이디",326,-40,-10.93,"KOSPI","유통업",235809668692,1,326,251,1.3,0,0
"1480","090850","이지웰",9830,-270,-2.67,"KOSDAQ","기타서비스",233426728630,243,40.45,1650,5.96,90,0.92
"218","003570","S&T중공업",6990,-60,-0.85,"KOSPI","운수장비",232436352030,622,11.24,18558,0.38,300,4.29
"848","035510","신세계 I&C",135000,-4000,-2.88,"KOSPI","서비스업",2.322e+11,6512,20.73,115835,1.17,2000,1.48
"2171","289080","SV인베스트먼트",4360,-70,-1.58,"KOSDAQ","금융",232100240000,NA,NA,1006,4.33,30,0.69
"2130","267850","아시아나IDT",20850,-300,-1.42,"KOSPI","서비스업",2.31435e+11,NA,NA,12737,1.64,500,2.4
"1907","200670","휴메딕스",23150,600,2.66,"KOSDAQ","제약",230833141100,1094,21.16,11243,2.06,500,2.16
"94","001460","BYC",369500,-4500,-1.2,"KOSPI","섬유의복",230795242500,33265,11.11,517079,0.71,1100,0.3
"303","005390","신성통상",1605,-5,-0.31,"KOSPI","유통업",230651965950,51,31.47,1652,0.97,0,0
"1894","195990","에이비프로바이오",916,-16,-1.72,"KOSDAQ","기계·장비",230346138944,NA,NA,731,1.25,0,0
"2092","256940","케이피에스",15000,-750,-4.76,"KOSDAQ","반도체",230093820000,NA,NA,2357,6.36,0,0
"1438","086890","이수앱지스",8130,-200,-2.4,"KOSDAQ","제약",229791490680,NA,NA,2073,3.92,0,0
"2343","353810","이지바이오",6720,-380,-5.35,"KOSDAQ","음식료·담배",229768358400,NA,NA,NA,NA,0,0
"511","011760","현대상사",17350,-50,-0.29,"KOSPI","유통업",229522560100,1292,13.43,25722,0.67,600,3.46
"1225","065530","전파기지국",4330,-155,-3.46,"KOSDAQ","통신서비스",228883800000,45,96.22,1322,3.28,50,1.15
"1516","094280","효성ITX",19800,-450,-2.22,"KOSPI","서비스업",228852360000,899,22.02,4162,4.76,500,2.53
"1198","063570","한국전자금융",6700,810,13.75,"KOSDAQ","금융",228789777600,150,44.67,4581,1.46,110,1.64
"2329","348350","위드텍",44800,-1300,-2.82,"KOSDAQ","의료·정밀기기",228112640000,2969,15.09,12730,3.52,0,0
"1776","142280","녹십자엠에스",10800,-250,-2.26,"KOSDAQ","제약",228066656400,NA,NA,2348,4.6,0,0
"981","043370","평화정공",10850,-250,-2.25,"KOSDAQ","운송장비·부품",2.2785e+11,1506,7.2,27452,0.4,180,1.66
"766","030960","양지사",14250,-1550,-9.81,"KOSDAQ","출판·매체복제",2.27715e+11,8787,1.62,11820,1.21,50,0.35
"1606","104540","코렌텍",19550,750,3.99,"KOSDAQ","의료·정밀기기",227284038100,246,79.47,2671,7.32,0,0
"1757","138490","코오롱플라스틱",5980,-50,-0.83,"KOSPI","화학",2.2724e+11,143,41.82,5200,1.15,70,1.17
"404","008060","대덕",6700,-130,-1.9,"KOSPI","기타금융",227064005000,976,6.86,12786,0.52,300,4.48
"83","001270","부국증권",21850,0,0,"KOSPI","증권",226582009100,3070,7.12,36295,0.6,1200,5.49
"1255","067080","대화제약",12150,-250,-2.02,"KOSDAQ","제약",226192297500,600,20.25,4354,2.79,150,1.23
"887","037070","파세코",16150,100,0.62,"KOSDAQ","일반전기전자",2.261e+11,618,26.13,5415,2.98,250,1.55
"1708","126340","비나텍",46100,-1600,-3.35,"KOSDAQ","IT부품",225949930000,1027,44.89,4223,10.92,0,0
"1913","203650","드림시큐리티",4460,80,1.83,"KOSDAQ","출판·매체복제",225701662840,69,64.64,1271,3.51,0,0
"1104","053280","예스24",13100,-400,-2.96,"KOSDAQ","인터넷",2.2532e+11,NA,NA,3715,3.53,200,1.53
"1244","066590","우수AMS",6290,-180,-2.78,"KOSDAQ","운송장비·부품",224037849000,11,571.82,2442,2.58,0,0
"614","017550","수산중공업",4140,-190,-4.39,"KOSPI","기계",223498574820,3,1380,1859,2.23,10,0.24
"1036","048870","시너지이노베이션",3045,-50,-1.62,"KOSDAQ","의료·정밀기기",223364610840,54,56.39,1153,2.64,0,0
"1963","215360","우리산업",24400,-1200,-4.69,"KOSDAQ","운송장비·부품",222824777200,802,30.42,12469,1.96,120,0.49
"2027","229640","LS전선아시아",7260,-140,-1.89,"KOSPI","기타금융",222336621540,523,13.88,4591,1.58,180,2.48
"1975","217600","켐온",3480,160,4.82,"KOSDAQ","기타서비스",222237463200,32,108.75,581,5.99,0,0
"1783","144620","코오롱머티리얼",3235,-110,-3.29,"KOSPI","화학",222110684225,NA,NA,1028,3.15,0,0
"1391","082740","HSD엔진",6740,50,0.75,"KOSPI","기계",222063737080,NA,NA,5722,1.18,0,0
"1296","070960","용평리조트",4600,-145,-3.06,"KOSPI","서비스업",221413331800,NA,NA,8222,0.56,0,0
"1945","214180","민앤지",17900,-200,-1.1,"KOSDAQ","소프트웨어",221288320400,1380,12.97,9384,1.91,230,1.28
"2159","282880","코윈테크",23900,-650,-2.65,"KOSDAQ","기계·장비",221110658800,2118,11.28,10940,2.18,470,1.97
"1697","123420","선데이토즈",23000,-1150,-4.76,"KOSDAQ","디지털컨텐츠",220106366000,318,72.33,14294,1.61,0,0
"1393","082850","우리바이오",4900,-140,-2.78,"KOSDAQ","일반전기전자",220097602200,107,45.79,2078,2.36,0,0
"1252","066980","이엔코퍼레이션",1225,5,0.41,"KOSDAQ","디지털컨텐츠",220007790100,5,245,620,1.98,0,0
"2344","354200","엔젠바이오",18000,-700,-3.74,"KOSDAQ","기타서비스",219880116000,NA,NA,398,45.23,0,0
"895","037460","삼지전자",13450,-650,-4.61,"KOSDAQ","통신장비",219484120900,892,15.08,12357,1.09,140,1.04
"1387","082210","옵트론텍",9250,-650,-6.57,"KOSDAQ","IT부품",219002546750,461,20.07,4750,1.95,30,0.32
"644","019550","SBI인베스트먼트",1350,-95,-6.57,"KOSDAQ","금융",218789876250,71,19.01,583,2.32,0,0
"1593","102260","동성코퍼레이션",4965,-75,-1.49,"KOSPI","서비스업",218425304580,128,38.79,6198,0.8,200,4.03
"1639","111710","남화산업",10600,-100,-0.93,"KOSDAQ","오락·문화",218232800000,150,70.67,6556,1.62,50,0.47
"1815","160980","싸이맥스",19950,-850,-4.09,"KOSDAQ","반도체",217938647850,312,63.94,9725,2.05,250,1.25
"1106","053300","한국정보인증",6980,20,0.29,"KOSDAQ","소프트웨어",217531700000,229,30.48,2735,2.55,100,1.43
"2169","288620","에스퓨얼셀",33200,-1500,-4.32,"KOSDAQ","일반전기전자",217271291200,263,126.24,5422,6.12,50,0.15
"1597","102940","코오롱생명과학",19000,-250,-1.3,"KOSDAQ","제약",216834764000,NA,NA,8852,2.15,0,0
"2073","248170","샘표식품",47450,-1150,-2.37,"KOSPI","음식료품",216765170700,5872,8.08,34375,1.38,200,0.42
"428","009070","KCTC",7220,150,2.12,"KOSPI","운수창고업",2.166e+11,239,30.21,6409,1.13,45,0.62
"1278","068930","디지털대성",7290,-150,-2.02,"KOSDAQ","기타서비스",216199449810,762,9.57,3693,1.97,300,4.12
"1934","208640","썸에이지",1600,-100,-5.88,"KOSDAQ","출판·매체복제",216029156800,NA,NA,205,7.8,0,0
"176","002900","동양물산",1575,-55,-3.37,"KOSPI","기계",215582164875,61,25.82,882,1.79,0,0
