"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1261","016100","리더스코스메틱","KOSDAQ","화학",3380,-75,-2.17,62106922020
"1262","012700","리드코프","KOSDAQ","유통",6570,-60,-0.9,173751106950
"1263","302550","리메드","KOSDAQ","의료·정밀기기",24400,-1050,-4.13,148569550400
"1264","029480","릭스솔루션","KOSDAQ","통신장비",523,-31,-5.6,41665200848
"1265","277070","린드먼아시아","KOSDAQ","금융",4955,-325,-6.16,66892500000
"1266","042500","링네트","KOSDAQ","컴퓨터서비스",6000,-120,-1.96,92141268000
"1267","219420","링크제니시스","KOSDAQ","소프트웨어",7650,-240,-3.04,7.65e+10
"1268","195500","마니커에프앤지","KOSDAQ","음식료·담배",8100,-130,-1.58,87220800000
"1269","222810","마이더스AI","KOSDAQ","소프트웨어",508,-24,-4.51,60986553668
"1270","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",17000,50,0.29,123447200000
"1271","098120","마이크로컨텍솔","KOSDAQ","반도체",5720,-260,-4.35,47549021520
"1272","147760","마이크로프랜드","KOSDAQ","의료·정밀기기",7650,-300,-3.77,82771974900
"1273","038290","마크로젠","KOSDAQ","기타서비스",33650,150,0.45,357755157100
"1274","267980","매일유업","KOSDAQ","음식료·담배",71500,-1800,-2.46,560820117000
"1275","005990","매일홀딩스","KOSDAQ","음식료·담배",8550,-110,-1.27,117291499200
"1276","127160","매직마이크로","KOSDAQ","반도체",282,0,0,22816398912
"1277","093520","매커스","KOSDAQ","유통",5390,-200,-3.58,87119065880
"1278","141070","맥스로텍","KOSDAQ","기계·장비",1265,-110,-8,45407617750
"1279","100590","머큐리","KOSDAQ","일반전기전자",9290,-270,-2.82,137153844000
"1280","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",31650,-800,-2.47,187582555350
"1281","072870","메가스터디","KOSDAQ","출판·매체복제",10950,-200,-1.79,130534501050
"1282","215200","메가스터디교육","KOSDAQ","기타서비스",53300,-300,-0.56,631358754000
"1283","133750","메가엠디","KOSDAQ","기타서비스",3590,-110,-2.97,84031406430
"1284","235980","메드팩토","KOSDAQ","기타서비스",87000,2800,3.33,1772437254000
"1285","041920","메디아나","KOSDAQ","의료·정밀기기",11800,-300,-2.48,102075852800
"1286","014100","메디앙스","KOSDAQ","화학",4195,0,0,4.9501e+10
"1287","054180","메디콕스","KOSDAQ","운송장비·부품",1365,-20,-1.44,59732776740
"1288","086900","메디톡스","KOSDAQ","제약",202000,14000,7.45,1207444698000
"1289","078160","메디포스트","KOSDAQ","제약",34150,-1150,-3.26,555422225100
"1290","065650","메디프론","KOSDAQ","유통",3540,-90,-2.48,147662267700
"1291","021880","메이슨캐피탈","KOSDAQ","금융",466,-3,-0.64,46219934128
"1292","140410","메지온","KOSDAQ","기타서비스",151300,-3200,-2.07,1345466417800
"1293","241770","메카로","KOSDAQ","반도체",15000,-900,-5.66,151533600000
"1294","059210","메타바이오메드","KOSDAQ","제약",2575,-70,-2.65,61445553825
"1295","327260","메탈라이프","KOSDAQ","기타제조",29800,-1650,-5.25,107178322400
"1296","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",16650,-700,-4.03,116371262250
"1297","096640","멜파스","KOSDAQ","IT부품",1550,10,0.65,52472504950
"1298","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,59319850890
"1299","080420","모다이노칩","KOSDAQ","IT부품",3175,-85,-2.61,253116149850
"1300","080160","모두투어","KOSDAQ","기타서비스",23550,-350,-1.46,4.45095e+11
"1301","100030","모바일리더","KOSDAQ","소프트웨어",20900,800,3.98,68629622600
"1302","087260","모바일어플라이언스","KOSDAQ","소프트웨어",4400,-245,-5.27,142834762400
"1303","101330","모베이스","KOSDAQ","IT부품",3690,-110,-2.89,88405713720
"1304","012860","모베이스전자","KOSDAQ","운송장비·부품",2655,15,0.57,144635850900
"1305","348030","모비릭스","KOSDAQ","디지털컨텐츠",20900,-1100,-5,194453600000
"1306","250060","모비스","KOSDAQ","소프트웨어",2560,-70,-2.66,82358563840
"1307","033200","모아텍","KOSDAQ","IT부품",11200,-1150,-9.31,160509272000
"1308","118990","모트렉스","KOSDAQ","운송장비·부품",6130,-270,-4.22,239076369070
"1309","006920","모헨즈","KOSDAQ","비금속",4760,-290,-5.74,51979200000
"1310","001810","무림SP","KOSDAQ","종이·목재",3570,-215,-5.68,79030875000
"1311","279600","미디어젠","KOSDAQ","소프트웨어",11400,200,1.79,52876403400
"1312","028040","미래SCI","KOSDAQ","유통",279,0,0,12549281058
"1313","095500","미래나노텍","KOSDAQ","IT부품",3850,-150,-3.75,99876195650
"1314","218150","미래생명자원","KOSDAQ","음식료·담배",4590,45,0.99,85701854520
"1315","353490","미래에셋대우스팩 5호","KOSDAQ","금융",2130,30,1.43,10777800000
"1316","328380","미래에셋대우스팩3호","KOSDAQ","금융",2070,0,0,13417740000
"1317","333430","미래에셋대우스팩4호","KOSDAQ","금융",2720,-150,-5.23,11940800000
"1318","100790","미래에셋벤처투자","KOSDAQ","금융",6100,-20,-0.33,281520020300
"1319","049950","미래컴퍼니","KOSDAQ","기계·장비",39700,-1100,-2.7,331983548200
"1320","213090","미래테크놀로지","KOSDAQ","소프트웨어",8250,50,0.61,50496501000
"1321","207760","미스터블루","KOSDAQ","디지털컨텐츠",9810,-290,-2.87,242911639350
"1322","059090","미코","KOSDAQ","반도체",14350,-700,-4.65,449393253050
"1323","214610","미코바이오메드","KOSDAQ","의료·정밀기기",10650,600,5.97,194376696450
"1324","201490","미투온","KOSDAQ","디지털컨텐츠",6500,-220,-3.27,203175505000
"1325","950190","미투젠","KOSDAQ","출판·매체복제",23650,-350,-1.46,318149851250
"1326","214180","민앤지","KOSDAQ","소프트웨어",17900,-200,-1.1,221288320400
"1327","206640","바디텍메드","KOSDAQ","제약",16650,-150,-0.89,391051224000
"1328","018700","바른손","KOSDAQ","오락·문화",2970,-80,-2.62,87530316390
"1329","035620","바른손이앤에이","KOSDAQ","오락·문화",1430,-20,-1.38,105088559290
"1330","064520","바른전자","KOSDAQ","반도체",1005,0,0,74054909385
"1331","053030","바이넥스","KOSDAQ","제약",27200,550,2.06,863628505600
"1332","301300","바이브컴퍼니","KOSDAQ","소프트웨어",29700,-950,-3.1,160206849000
"1333","064550","바이오니아","KOSDAQ","제약",16800,450,2.75,422218238400
"1334","208710","바이오로그디바이스","KOSDAQ","IT부품",1735,-65,-3.61,50090069395
"1335","142760","바이오리더스","KOSDAQ","기타서비스",5300,-230,-4.16,145284744800
"1336","086820","바이오솔루션","KOSDAQ","제약",25500,-750,-2.86,206331363000
"1337","038460","바이오스마트","KOSDAQ","정보기기",6470,-120,-1.82,129968066000
"1338","086040","바이오톡스텍","KOSDAQ","기타서비스",10250,-650,-5.96,149907510750
"1339","032980","바이온","KOSDAQ","유통",1310,-30,-2.24,82249071810
"1340","043150","바텍","KOSDAQ","의료·정밀기기",26300,-100,-0.38,390666932800
"1341","323990","박셀바이오","KOSDAQ","기타서비스",131000,-500,-0.38,1.971026e+12
"1342","267790","배럴","KOSDAQ","섬유·의류",10150,150,1.5,80037825000
"1343","046310","백금T&A","KOSDAQ","통신장비",3130,-140,-4.28,51390346330
"1344","036620","버추얼텍","KOSDAQ","유통",732,-8,-1.08,50589518448
"1345","066410","버킷스튜디오","KOSDAQ","디지털컨텐츠",1765,15,0.86,72736945510
"1346","206400","베노홀딩스","KOSDAQ","소프트웨어",6350,-270,-4.08,142604724950
"1347","019010","베뉴지","KOSDAQ","유통",1800,-25,-1.37,8.676e+10
"1348","177350","베셀","KOSDAQ","반도체",5640,-180,-3.09,63124955520
"1349","299910","베스파","KOSDAQ","디지털컨텐츠",17250,1250,7.81,139236618000
"1350","225530","보광산업","KOSDAQ","비금속",5330,-70,-1.3,193685414910
"1351","250000","보라티알","KOSDAQ","유통",13650,-600,-4.21,92147505450
"1352","006910","보성파워텍","KOSDAQ","금속",2085,-35,-1.65,96062328015
"1353","226340","본느","KOSDAQ","화학",2730,-155,-5.37,83809897080
"1354","014470","부방","KOSDAQ","금융",2330,-40,-1.69,139921765800
"1355","008470","부스타","KOSDAQ","금속",5620,-150,-2.6,47234976000
"1356","338220","뷰노","KOSDAQ","소프트웨어",32150,-750,-2.28,348025968350
"1357","100120","뷰웍스","KOSDAQ","의료·정밀기기",31700,-200,-0.63,317059120500
"1358","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",10500,-350,-3.23,200161164000
"1359","064480","브리지텍","KOSDAQ","컴퓨터서비스",3860,-135,-3.38,46136650000
"1360","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",15050,50,0.33,288676668700
"1361","251630","브이원텍","KOSDAQ","기계·장비",10700,-550,-4.89,161041206000
"1362","018290","브이티지엠피","KOSDAQ","일반전기전자",8240,70,0.86,281474453040
"1363","263920","블러썸엠앤씨","KOSDAQ","기타제조",4555,0,0,62509048460
"1364","033560","블루콤","KOSDAQ","IT부품",6870,-90,-1.29,124264882890
"1365","126340","비나텍","KOSDAQ","IT부품",46100,-1600,-3.35,225949930000
"1366","121800","비덴트","KOSDAQ","통신장비",10500,-1850,-14.98,479574952500
"1367","148140","비디아이","KOSDAQ","기계·장비",8850,540,6.5,180359504250
"1368","082800","비보존 헬스케어","KOSDAQ","반도체",1775,35,2.01,271319840200
"1369","318410","비비씨","KOSDAQ","기타제조",18900,-450,-2.33,102129608700
"1370","200780","비씨월드제약","KOSDAQ","제약",17300,-600,-3.35,153838243200
"1371","141000","비아트론","KOSDAQ","반도체",11550,-450,-3.75,139924900500
"1372","090460","비에이치","KOSDAQ","IT부품",18050,-300,-1.63,604182018400
"1373","083650","비에이치아이","KOSDAQ","기계·장비",2780,-105,-3.64,7.228e+10
"1374","086670","비엠티","KOSDAQ","기계·장비",11900,-700,-5.56,96943695100
"1375","335890","비올","KOSDAQ","금융",2350,-45,-1.88,1.28639e+11
"1376","138580","비즈니스온","KOSDAQ","소프트웨어",18350,150,0.82,208757674000
"1377","082920","비츠로셀","KOSDAQ","IT부품",14700,-600,-3.92,316625534400
"1378","054220","비츠로시스","KOSDAQ","일반전기전자",5930,0,0,127850669540
"1379","042370","비츠로테크","KOSDAQ","금융",10350,-500,-4.61,251266422150
"1380","032850","비트컴퓨터","KOSDAQ","소프트웨어",9240,-330,-3.45,153599227320
"1381","238200","비피도","KOSDAQ","음식료·담배",19650,-750,-3.68,80368500000
"1382","093190","빅솔론","KOSDAQ","정보기기",4770,-40,-0.83,91769576850
"1383","065450","빅텍","KOSDAQ","의료·정밀기기",7020,60,0.86,201142656000
"1384","072950","빛샘전자","KOSDAQ","반도체",6420,-290,-4.32,3.852e+10
"1385","143240","사람인에이치알","KOSDAQ","인터넷",29850,-1250,-4.02,348029000550
"1386","100090","삼강엠앤티","KOSDAQ","금속",16900,-550,-3.15,600431075400
"1387","122350","삼기","KOSDAQ","운송장비·부품",4450,-110,-2.41,170610454600
"1388","014970","삼륭물산","KOSDAQ","종이·목재",8130,-250,-2.98,122966250000
"1389","018310","삼목에스폼","KOSDAQ","금속",9950,-450,-4.33,1.46265e+11
"1390","053700","삼보모터스","KOSDAQ","운송장비·부품",7190,-220,-2.97,122837856980
"1391","009620","삼보산업","KOSDAQ","금속",1925,165,9.38,73327573550
"1392","023600","삼보판지","KOSDAQ","종이·목재",11850,-400,-3.27,191614500000
"1393","111870","삼본전자","KOSDAQ","일반전기전자",1230,-45,-3.53,118721844750
"1394","291230","삼성스팩2호","KOSDAQ","금융",2180,0,0,1.6459e+10
"1395","009300","삼아제약","KOSDAQ","제약",14750,-200,-1.34,93957500000
"1396","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",8970,-100,-1.1,90531519000
"1397","054540","삼영엠텍","KOSDAQ","금속",4710,-170,-3.48,6.123e+10
"1398","065570","삼영이엔씨","KOSDAQ","통신장비",7030,-370,-5,67471142060
"1399","032280","삼일","KOSDAQ","운송",2050,-115,-5.31,33237859500
"1400","002290","삼일기업공사","KOSDAQ","건설",4770,70,1.49,5.9148e+10
"1401","037460","삼지전자","KOSDAQ","통신장비",13450,-650,-4.61,219484120900
"1402","032750","삼진","KOSDAQ","일반전기전자",11600,-350,-2.93,6.96e+10
"1403","054090","삼진엘앤디","KOSDAQ","IT부품",4035,-65,-1.59,100710501120
"1404","000250","삼천당제약","KOSDAQ","제약",65800,1200,1.86,1498137097800
"1405","024950","삼천리자전거","KOSDAQ","유통",9850,-250,-2.48,130744733450
"1406","038500","삼표시멘트","KOSDAQ","비금속",4875,-115,-2.3,523366218375
"1407","017480","삼현철강","KOSDAQ","금속",4640,-240,-4.92,72861409600
"1408","046390","삼화네트웍스","KOSDAQ","오락·문화",3695,-260,-6.57,159523987435
"1409","027580","상보","KOSDAQ","화학",1825,-15,-0.82,85443235075
"1410","038540","상상인","KOSDAQ","컴퓨터서비스",6190,-230,-3.58,342482257470
"1411","307870","상상인이안1호스팩","KOSDAQ","금융",2045,-5,-0.24,9713750000
"1412","329560","상상인이안제2호스팩","KOSDAQ","금융",2035,5,0.25,7834750000
"1413","101000","상상인인더스트리","KOSDAQ","기계·장비",829,-31,-3.6,52492779887
"1414","091580","상신이디피","KOSDAQ","IT부품",14050,-500,-3.44,187331825300
"1415","263810","상신전자","KOSDAQ","일반전기전자",5070,-10,-0.2,72220720260
"1416","089980","상아프론테크","KOSDAQ","화학",45200,-3450,-7.09,710759378000
"1417","042940","상지카일룸","KOSDAQ","건설",1145,5,0.44,66939836155
"1418","042600","새로닉스","KOSDAQ","IT부품",10400,-450,-4.15,129205169600
"1419","263540","샘코","KOSDAQ","운송장비·부품",2015,0,0,36098614175
"1420","294630","서남","KOSDAQ","일반전기전자",3440,-160,-4.44,70056150400
"1421","038070","서린바이오","KOSDAQ","유통",12950,-450,-3.36,103608754200
"1422","006730","서부T&D","KOSDAQ","숙박·음식",7620,-220,-2.81,443030183280
"1423","079650","서산","KOSDAQ","비금속",2420,-75,-3.01,4.84e+10
"1424","100660","서암기계공업","KOSDAQ","기계·장비",5680,-100,-1.73,7.1568e+10
"1425","019770","서연탑메탈","KOSDAQ","기계·장비",7330,540,7.95,85394500000
"1426","043710","서울리거","KOSDAQ","유통",979,12,1.24,35692831361
"1427","092190","서울바이오시스","KOSDAQ","IT부품",16000,-200,-1.23,611578448000
"1428","046890","서울반도체","KOSDAQ","반도체",19800,-150,-0.75,1154446920000
"1429","063170","서울옥션","KOSDAQ","유통",9250,-210,-2.22,156486875000
"1430","027040","서울전자통신","KOSDAQ","유통",934,-26,-2.71,64995983098
"1431","018680","서울제약","KOSDAQ","제약",8620,-280,-3.15,73481388260
"1432","093920","서원인텍","KOSDAQ","IT부품",7800,-230,-2.86,1.4508e+11
"1433","189860","서전기전","KOSDAQ","일반전기전자",3995,-100,-2.44,38746626100
"1434","178320","서진시스템","KOSDAQ","통신장비",40450,-1350,-3.23,732171939700
"1435","122690","서진오토모티브","KOSDAQ","운송장비·부품",2740,60,2.24,53543014040
"1436","140070","서플러스글로벌","KOSDAQ","유통",4595,-210,-4.37,169959860000
"1437","011370","서한","KOSDAQ","건설",1500,10,0.67,151342297500
"1438","065710","서호전기","KOSDAQ","일반전기전자",19100,-350,-1.8,9.8365e+10
"1439","035890","서희건설","KOSDAQ","건설",1535,-10,-0.65,352755981495
"1440","357550","석경에이티","KOSDAQ","화학",22550,-1200,-5.05,123010250000
"1441","003100","선광","KOSDAQ","운송",30350,100,0.33,2.0031e+11
"1442","123420","선데이토즈","KOSDAQ","디지털컨텐츠",23000,-1150,-4.76,220106366000
"1443","171090","선익시스템","KOSDAQ","반도체",12250,-1100,-8.24,110241363750
"1444","086710","선진뷰티사이언스","KOSDAQ","화학",20450,-1550,-7.05,125065042500
"1445","014620","성광벤드","KOSDAQ","금속",7430,-140,-1.85,2.12498e+11
"1446","037350","성도이엔지","KOSDAQ","기타서비스",5470,-210,-3.7,84620900000
"1447","081580","성우전자","KOSDAQ","IT부품",2900,-155,-5.07,44973614700
"1448","045300","성우테크론","KOSDAQ","반도체",5460,-360,-6.19,51354586920
"1449","015750","성우하이텍","KOSDAQ","운송장비·부품",6540,-210,-3.11,5.232e+11
"1450","080470","성창오토텍","KOSDAQ","운송장비·부품",8300,-400,-4.6,6.059e+10
"1451","043260","성호전자","KOSDAQ","IT부품",1695,-95,-5.31,90522125880
"1452","148150","세경하이테크","KOSDAQ","일반전기전자",20500,-850,-3.98,2.38661e+11
"1453","053060","세동","KOSDAQ","운송장비·부품",2025,65,3.32,24561172350
"1454","017510","세명전기","KOSDAQ","금속",4185,-155,-3.57,63804510000
"1455","214310","세미콘라이트","KOSDAQ","반도체",1130,-35,-3,45004411690
"1456","011560","세보엠이씨","KOSDAQ","건설",6630,240,3.76,69813900000
"1457","100700","세운메디칼","KOSDAQ","제약",6600,-720,-9.84,2.8908e+11
"1458","234100","세원","KOSDAQ","운송장비·부품",6140,-250,-3.91,188166519820
"1459","024830","세원물산","KOSDAQ","운송장비·부품",6280,0,0,5.2438e+10
"1460","258830","세종메디칼","KOSDAQ","의료·정밀기기",10800,-900,-7.69,73199602800
"1461","036630","세종텔레콤","KOSDAQ","통신서비스",725,-17,-2.29,435236441350
"1462","039310","세중","KOSDAQ","기타서비스",2820,-105,-3.59,51103100940
"1463","067770","세진티에스","KOSDAQ","IT부품",5400,-230,-4.09,45341602200
"1464","053450","세코닉스","KOSDAQ","의료·정밀기기",8650,-270,-3.03,124523315350
"1465","234340","세틀뱅크","KOSDAQ","소프트웨어",32950,-550,-1.64,310883250000
"1466","252500","세화피앤씨","KOSDAQ","화학",3765,-160,-4.08,78098129175
"1467","347000","센코","KOSDAQ","일반전기전자",19350,-950,-4.68,158101961400
"1468","051980","센트럴바이오","KOSDAQ","화학",2670,40,1.52,159891767190
"1469","331920","셀레믹스","KOSDAQ","제약",22000,-900,-3.93,178324256000
"1470","049180","셀루메드","KOSDAQ","제약",5980,0,0,236167577880
"1471","299660","셀리드","KOSDAQ","기타서비스",36000,-650,-1.77,349152912000
"1472","268600","셀리버리","KOSDAQ","기타서비스",113100,-6900,-5.75,1851471203400
"1473","108860","셀바스AI","KOSDAQ","소프트웨어",2760,-105,-3.66,60874408200
"1474","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",2425,-25,-1.02,52575367700
"1475","068760","셀트리온제약","KOSDAQ","제약",153700,-7800,-4.83,5504205109800
"1476","091990","셀트리온헬스케어","KOSDAQ","유통",125600,-5100,-3.9,19087575435200
"1477","290690","소룩스","KOSDAQ","일반전기전자",16800,-950,-5.35,137057088000
"1478","053110","소리바다","KOSDAQ","디지털컨텐츠",325,-39,-10.71,32112270450
"1479","950200","소마젠(Reg.S)","KOSDAQ","기타서비스",13900,-300,-2.11,263593386700
"1480","032680","소프트센","KOSDAQ","유통",1685,-80,-4.53,60282224685
"1481","032685","소프트센우","KOSDAQ","유통",24300,-550,-2.21,3471425100
"1482","258790","소프트캠프","KOSDAQ","출판·매체복제",3000,80,2.74,74973852000
"1483","066910","손오공","KOSDAQ","유통",1875,-35,-1.83,50430301875
"1484","043100","솔고바이오","KOSDAQ","의료·정밀기기",392,0,0,22641609536
"1485","154040","솔루에타","KOSDAQ","IT부품",4420,-250,-5.35,57372245320
"1486","035610","솔본","KOSDAQ","기타서비스",7660,-370,-4.61,209470337020
"1487","357780","솔브레인","KOSDAQ","화학",309800,-13000,-4.03,2409799746800
"1488","036830","솔브레인홀딩스","KOSDAQ","화학",43950,-1150,-2.55,921370261200
"1489","304100","솔트룩스","KOSDAQ","소프트웨어",31350,-1200,-3.69,159286685250
"1490","086980","쇼박스","KOSDAQ","오락·문화",4305,-95,-2.16,2.69493e+11
"1491","050960","수산아이앤티","KOSDAQ","출판·매체복제",40500,150,0.37,273415500000
"1492","084180","수성","KOSDAQ","기계·장비",2165,-150,-6.48,43728087615
"1493","253840","수젠텍","KOSDAQ","의료·정밀기기",13600,-450,-3.2,208011537600
"1494","058530","슈펙스비앤피","KOSDAQ","유통",162,0,0,21187054332
"1495","236200","슈프리마","KOSDAQ","일반전기전자",26300,-650,-2.41,189183079900
"1496","317770","슈프리마아이디","KOSDAQ","일반전기전자",15450,-450,-2.83,46844709000
"1497","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",7810,-290,-3.58,81785070400
"1498","192440","슈피겐코리아","KOSDAQ","IT부품",60800,-1400,-2.25,377954870400
"1499","099440","스맥","KOSDAQ","기계·장비",1760,-65,-3.56,54092911840
"1500","033790","스카이문스테크놀로지","KOSDAQ","통신장비",829,0,0,14190075900
"1501","131100","스카이이앤엠","KOSDAQ","유통",1730,-90,-4.95,70380557190
"1502","159910","스킨앤스킨","KOSDAQ","반도체",263,0,0,36570869305
"1503","158310","스타모빌리티","KOSDAQ","기계·장비",505,0,0,6096179210
"1504","115570","스타플렉스","KOSDAQ","화학",4210,-95,-2.21,32377455470
"1505","253450","스튜디오드래곤","KOSDAQ","오락·문화",96200,-2100,-2.14,2886417989000
"1506","204630","스튜디오산타클로스","KOSDAQ","오락·문화",2015,-70,-3.36,59349517825
"1507","013810","스페코","KOSDAQ","기계·장비",9220,-570,-5.82,135123433400
"1508","049830","승일","KOSDAQ","금속",8560,-80,-0.93,52490878720
"1509","020710","시공테크","KOSDAQ","기타서비스",5330,-190,-3.44,106855680100
"1510","033170","시그네틱스","KOSDAQ","반도체",1545,-105,-6.36,132450252855
"1511","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",3045,-50,-1.62,223364610840
"1512","025320","시노펙스","KOSDAQ","IT부품",4005,-95,-2.32,293338046790
"1513","269620","시스웍","KOSDAQ","의료·정밀기기",1975,-95,-4.59,146854452875
"1514","131090","시큐브","KOSDAQ","소프트웨어",1610,0,0,6.44e+10
"1515","139050","시티랩스","KOSDAQ","컴퓨터서비스",945,-50,-5.03,66524998680
"1516","290520","신도기연","KOSDAQ","기계·장비",18550,-650,-3.39,149536744000
"1517","001000","신라섬유","KOSDAQ","유통",2575,-240,-8.53,62514665500
"1518","025870","신라에스지","KOSDAQ","유통",15600,-1550,-9.04,6.24e+10
"1519","215600","신라젠","KOSDAQ","기타서비스",12100,0,0,866567212500
"1520","065350","신성델타테크","KOSDAQ","일반전기전자",9000,-200,-2.17,247355532000
"1521","002800","신신제약","KOSDAQ","제약",8100,-220,-2.64,122881050000
"1522","323280","신영스팩5호","KOSDAQ","금융",2100,-20,-0.94,7360500000
"1523","344050","신영스팩6호","KOSDAQ","금융",2060,-5,-0.24,8868300000
"1524","017000","신원종합개발","KOSDAQ","건설",5620,-50,-0.88,57706311740
"1525","012790","신일제약","KOSDAQ","제약",14250,-450,-3.06,155353500000
"1526","138070","신진에스엠","KOSDAQ","금속",6030,-150,-2.43,54102263490
"1527","226330","신테카바이오","KOSDAQ","출판·매체복제",16000,-750,-4.48,213792256000
"1528","333050","신한제6호스팩","KOSDAQ","금융",2060,5,0.24,10320600000
"1529","366330","신한제7호스팩","KOSDAQ","금융",2035,-5,-0.25,9259250000
"1530","056700","신화인터텍","KOSDAQ","IT부품",3365,-195,-5.48,98039581215
"1531","187270","신화콘텍","KOSDAQ","IT부품",3000,-25,-0.83,30431535000
"1532","243840","신흥에스이씨","KOSDAQ","IT부품",45400,0,0,323488710800
"1533","108320","실리콘웍스","KOSDAQ","반도체",64200,-1600,-2.43,1044168060000
"1534","222800","심텍","KOSDAQ","반도체",23750,-50,-0.21,756535896250
"1535","036710","심텍홀딩스","KOSDAQ","IT부품",2650,-105,-3.81,107758484350
"1536","160980","싸이맥스","KOSDAQ","반도체",19950,-850,-4.09,217938647850
"1537","217330","싸이토젠","KOSDAQ","기타서비스",54900,-1100,-1.96,309299133600
"1538","010280","쌍용정보통신","KOSDAQ","컴퓨터서비스",1655,-50,-2.93,66967976270
"1539","208640","썸에이지","KOSDAQ","출판·매체복제",1600,-100,-5.88,216029156800
"1540","222420","쎄노텍","KOSDAQ","비금속",2600,-65,-2.44,104411255000
"1541","037760","쎄니트","KOSDAQ","금속",1640,-90,-5.2,55485990440
"1542","136510","쎄미시스코","KOSDAQ","기계·장비",5980,-270,-4.32,33713320420
"1543","099320","쎄트렉아이","KOSDAQ","통신장비",62100,-3600,-5.48,451373042700
"1544","049960","쎌바이오텍","KOSDAQ","제약",18600,-250,-1.33,1.7484e+11
"1545","050890","쏠리드","KOSDAQ","통신장비",8790,-480,-5.18,458707688250
"1546","066790","씨씨에스","KOSDAQ","방송서비스",846,0,0,47355837282
"1547","222080","씨아이에스","KOSDAQ","기계·장비",14250,-700,-4.68,819256383000
"1548","264660","씨앤지하이테크","KOSDAQ","반도체",13700,-600,-4.2,115155076000
"1549","352700","씨앤투스성진","KOSDAQ","섬유·의류",20450,-200,-0.97,204408608950
"1550","297090","씨에스베어링","KOSDAQ","기계·장비",30000,-450,-1.48,2.87412e+11
"1551","115530","씨엔플러스","KOSDAQ","IT부품",839,0,0,57020957000
"1552","225330","씨엠에스에듀","KOSDAQ","기타서비스",5160,-50,-0.96,96154680480
"1553","115480","씨유메디칼","KOSDAQ","의료·정밀기기",2050,-70,-3.3,55224468250
"1554","189330","씨이랩","KOSDAQ","소프트웨어",36750,-2350,-6.01,108656593500
"1555","096530","씨젠","KOSDAQ","제약",124500,200,0.16,3266135490000
"1556","900120","씨케이에이치","KOSDAQ","금융",405,-20,-4.71,44713805085
"1557","101240","씨큐브","KOSDAQ","화학",8070,-30,-0.37,81815144880
"1558","060590","씨티씨바이오","KOSDAQ","제약",5860,30,0.51,123329126360
"1559","260930","씨티케이코스메틱스","KOSDAQ","화학",14950,-250,-1.64,151326157450
"1560","013990","아가방컴퍼니","KOSDAQ","유통",3415,-55,-1.59,112310935440
"1561","123860","아나패스","KOSDAQ","반도체",26600,-450,-1.66,290063477200
"1562","025980","아난티","KOSDAQ","숙박·음식",7270,-200,-2.68,619249781490
"1563","050320","아래스","KOSDAQ","컴퓨터서비스",990,0,0,45205142400
"1564","058220","아리온","KOSDAQ","통신장비",275,0,0,10717917100
"1565","125210","아모그린텍","KOSDAQ","IT부품",12200,-750,-5.79,201260838000
"1566","052710","아모텍","KOSDAQ","IT부품",34300,-800,-2.28,334198825800
"1567","074430","아미노로직스","KOSDAQ","유통",2435,-90,-3.56,213858365140
"1568","092040","아미코젠","KOSDAQ","음식료·담배",28400,-1700,-5.65,545692084000
"1569","083930","아바코","KOSDAQ","기계·장비",13400,-500,-3.6,206531493200
"1570","149950","아바텍","KOSDAQ","IT부품",18100,-600,-3.21,282495750000
"1571","036010","아비코전자","KOSDAQ","일반전기전자",6980,-490,-6.56,92784679320
"1572","050860","아세아텍","KOSDAQ","기계·장비",3200,-50,-1.54,5.6e+10
"1573","246720","아스타","KOSDAQ","제약",5470,130,2.43,62864100810
"1574","067390","아스트","KOSDAQ","운송장비·부품",5740,-110,-1.88,147401202480
"1575","127710","아시아경제","KOSDAQ","디지털컨텐츠",2125,-90,-4.06,54206059750
"1576","154030","아시아종묘","KOSDAQ","농업, 임업 및 어업",5650,-190,-3.25,59539609600
"1577","227610","아우딘퓨쳐스","KOSDAQ","화학",2070,-65,-3.04,4.14e+10
"1578","143160","아이디스","KOSDAQ","통신장비",28000,-1000,-3.45,300058920000
"1579","054800","아이디스홀딩스","KOSDAQ","기타서비스",12850,100,0.78,132968664600
"1580","332370","아이디피","KOSDAQ","정보기기",7890,-130,-1.62,52364849070
"1581","339950","아이비김영","KOSDAQ","기타서비스",1580,0,0,67128914900
"1582","099190","아이센스","KOSDAQ","의료·정밀기기",24050,-400,-1.64,330380573900
"1583","289010","아이스크림에듀","KOSDAQ","출판·매체복제",7790,-130,-1.64,100210848230
"1584","214430","아이쓰리시스템","KOSDAQ","일반전기전자",21100,-700,-3.21,149952636000
"1585","040910","아이씨디","KOSDAQ","반도체",17150,-750,-4.19,309478832950
