"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"570","007310","오뚜기","KOSPI","음식료품",560000,-5000,-0.88,2056309360000
"571","002630","오리엔트바이오","KOSPI","의약품",1755,-70,-3.84,208090430730
"572","271560","오리온","KOSPI","음식료품",128500,-6000,-4.46,5080392962000
"573","001800","오리온홀딩스","KOSPI","기타금융",13750,-350,-2.48,861374552500
"574","070960","용평리조트","KOSPI","서비스업",4600,-145,-3.06,221413331800
"575","316140","우리금융지주","KOSPI","기타금융",9580,-240,-2.44,6919324403140
"576","033660","우리금융캐피탈","KOSPI","기타금융",10400,-150,-1.42,598477256000
"577","004720","우리들제약","KOSPI","의약품",8900,-220,-2.41,130945103700
"578","118000","우리들휴브레인","KOSPI","유통업",2415,-85,-3.4,121714630695
"579","010050","우리종금","KOSPI","기타금융",635,-28,-4.22,555119162810
"580","006980","우성사료","KOSPI","음식료품",3145,-105,-3.23,97180500000
"581","017370","우신시스템","KOSPI","기계",4915,-255,-4.93,90013575410
"582","105840","우진","KOSPI","의료정밀",4050,80,2.02,81819047700
"583","010400","우진아이엔에스","KOSPI","건설업",7820,-210,-2.62,59604040000
"584","049800","우진플라임","KOSPI","기계",5550,20,0.36,5.55e+10
"585","016880","웅진","KOSPI","기타금융",1085,10,0.93,86125488050
"586","095720","웅진씽크빅","KOSPI","서비스업",2550,-70,-2.67,294540261750
"587","005820","원림","KOSPI","섬유의복",20650,350,1.72,4.543e+10
"588","010600","웰바이오텍","KOSPI","유통업",2955,45,1.55,138241861980
"589","008600","윌비스","KOSPI","유통업",1665,0,0,109510233480
"590","033270","유나이티드제약","KOSPI","의약품",52600,900,1.74,854477637200
"591","014830","유니드","KOSPI","화학",62300,-500,-0.8,553837218900
"592","000910","유니온","KOSPI","비금속광물",8410,-700,-7.68,131293715790
"593","047400","유니온머티리얼","KOSPI","비금속광물",4300,-325,-7.03,1.806e+11
"594","011330","유니켐","KOSPI","기타제조업",1460,-20,-1.35,100317100780
"595","077500","유니퀘스트","KOSPI","유통업",11100,-500,-4.31,303326647500
"596","002920","유성기업","KOSPI","운수장비",3010,-70,-2.27,78101975000
"597","000700","유수홀딩스","KOSPI","서비스업",5730,0,0,149219582760
"598","003470","유안타증권","KOSPI","증권",3055,-55,-1.77,609767539680
"599","003475","유안타증권우","KOSPI","증권",2395,-75,-3.04,30924747740
"600","011690","유양디앤유","KOSPI","전기전자",1220,0,0,71362925220
"601","072130","유엔젤","KOSPI","서비스업",3745,-125,-3.23,49416975230
"602","000220","유유제약","KOSPI","의약품",11750,-600,-4.86,94414152250
"603","000225","유유제약1우","KOSPI","의약품",11150,-550,-4.7,12638134750
"604","000227","유유제약2우B","KOSPI","의약품",28650,50,0.17,4700892000
"605","001200","유진투자증권","KOSPI","증권",3755,-115,-2.97,363733399590
"606","000100","유한양행","KOSPI","의약품",62000,-1500,-2.36,4338323458000
"607","000105","유한양행우","KOSPI","의약품",60200,-1500,-2.43,71092588000
"608","003460","유화증권","KOSPI","증권",2255,-10,-0.44,127863945825
"609","003465","유화증권우","KOSPI","증권",2380,5,0.21,41593891500
"610","008730","율촌화학","KOSPI","화학",22950,-550,-2.34,5.6916e+11
"611","008250","이건산업","KOSPI","종이목재",8840,-440,-4.74,96821293400
"612","025820","이구산업","KOSPI","철강금속",2930,-125,-4.09,97985060000
"613","214320","이노션","KOSPI","서비스업",61800,600,0.98,1.236e+12
"614","088260","이리츠코크렙","KOSPI","서비스업",5220,-10,-0.19,330643099800
"615","139480","이마트","KOSPI","유통업",169000,-4500,-2.59,4711013411000
"616","007660","이수페타시스","KOSPI","전기전자",3355,-95,-2.75,138455475290
"617","005950","이수화학","KOSPI","화학",12300,-600,-4.65,318629741100
"618","015020","이스타코","KOSPI","서비스업",1020,-55,-5.12,43708632000
"619","093230","이아이디","KOSPI","유통업",326,-40,-10.93,235809668692
"620","074610","이엔플러스","KOSPI","기계",4135,45,1.1,186151162565
"621","102460","이연제약","KOSPI","의약품",17900,-200,-1.1,320567430500
"622","084680","이월드","KOSPI","서비스업",3420,-70,-2.01,352738447740
"623","350520","이지스레지던스리츠","KOSPI","서비스업",4765,-5,-0.1,9.8159e+10
"624","334890","이지스밸류리츠","KOSPI","서비스업",4750,-20,-0.42,1.14e+11
"625","000760","이화산업","KOSPI","유통업",16250,-250,-1.52,4.55e+10
"626","014990","인디에프","KOSPI","섬유의복",1315,-40,-2.95,77496888425
"627","101140","인바이오젠","KOSPI","유통업",3220,-165,-4.87,166027698340
"628","006490","인스코비","KOSPI","통신업",2900,170,6.23,296460988300
"629","023800","인지컨트롤스","KOSPI","운수장비",18200,-600,-3.19,275914329600
"630","034590","인천도시가스","KOSPI","전기가스업",24900,0,0,108931374600
"631","129260","인터지스","KOSPI","운수창고업",4040,-85,-2.06,120181410960
"632","023810","인팩","KOSPI","운수장비",7790,-180,-2.26,7.79e+10
"633","249420","일동제약","KOSPI","의약품",17150,-550,-3.11,408226337750
"634","000230","일동홀딩스","KOSPI","의약품",15100,-350,-2.27,174260040000
"635","013360","일성건설","KOSPI","건설업",1230,-55,-4.28,66450602400
"636","003120","일성신약","KOSPI","의약품",79300,-1000,-1.25,2.10938e+11
"637","003200","일신방직","KOSPI","섬유의복",86300,-2400,-2.71,2.0712e+11
"638","007110","일신석재","KOSPI","유통업",1875,-20,-1.06,145231143750
"639","007570","일양약품","KOSPI","의약품",52000,1800,3.59,992454528000
"640","007575","일양약품우","KOSPI","의약품",62500,2000,3.31,27817500000
"641","008500","일정실업","KOSPI","섬유의복",13700,-400,-2.84,1.644e+10
"642","081000","일진다이아","KOSPI","화학",44350,-3400,-7.12,629901941250
"643","020760","일진디스플","KOSPI","전기전자",4590,-265,-5.46,129963279600
"644","020150","일진머티리얼즈","KOSPI","전기전자",69900,-3100,-4.25,3223147366500
"645","103590","일진전기","KOSPI","전기전자",3615,-170,-4.49,134045609850
"646","015860","일진홀딩스","KOSPI","기타금융",5030,-170,-3.27,248217839490
"647","226320","잇츠한불","KOSPI","화학",27300,-400,-1.44,598670299500
"648","317400","자이에스앤디","KOSPI","서비스업",10600,-450,-4.07,283894712000
"649","033240","자화전자","KOSPI","전기전자",15700,-1350,-7.92,2.8103e+11
"650","000950","전방","KOSPI","섬유의복",32100,-900,-2.73,5.3928e+10
"651","348950","제이알글로벌리츠","KOSPI","서비스업",5180,0,0,8.57808e+11
"652","194370","제이에스코퍼레이션","KOSPI","기타제조업",12400,200,1.64,165361452400
"653","025620","제이준코스메틱","KOSPI","화학",2230,-45,-1.98,82308028900
"654","036420","제이콘텐트리","KOSPI","서비스업",44650,-1200,-2.62,731593420150
"655","030000","제일기획","KOSPI","서비스업",19450,-450,-2.26,2237551826250
"656","271980","제일약품","KOSPI","의약품",42400,-1100,-2.53,623486572800
"657","001560","제일연마","KOSPI","비금속광물",7260,-110,-1.49,7.26e+10
"658","002620","제일파마홀딩스","KOSPI","서비스업",18650,-500,-2.61,297903070750
"659","006220","제주은행","KOSPI","은행",6240,-170,-2.65,200483549760
"660","089590","제주항공","KOSPI","운수창고업",23350,200,0.86,898966010250
"661","004910","조광페인트","KOSPI","화학",6290,-80,-1.26,8.0512e+10
"662","004700","조광피혁","KOSPI","기타제조업",52600,-900,-1.68,349744658800
"663","001550","조비","KOSPI","화학",20500,-400,-1.91,106440899500
"664","000480","조선내화","KOSPI","비금속광물",78800,-600,-0.76,3.152e+11
"665","120030","조선선재","KOSPI","기계",109500,-1500,-1.35,137712784500
"666","018470","조일알미늄","KOSPI","철강금속",593,-16,-2.63,50468999525
"667","002600","조흥","KOSPI","음식료품",174500,-500,-0.29,1.047e+11
"668","185750","종근당","KOSPI","의약품",171000,-1500,-0.87,1953862929000
"669","063160","종근당바이오","KOSPI","의약품",65900,-1100,-1.64,361524895800
"670","001630","종근당홀딩스","KOSPI","의약품",103500,-1500,-1.43,518520613500
"671","044380","주연테크","KOSPI","전기전자",957,-26,-2.64,52263769173
"672","013890","지누스","KOSPI","기타제조업",93400,500,0.54,1345590356600
"673","013870","지엠비코리아","KOSPI","운수장비",7890,-270,-3.31,150480289200
"674","071320","지역난방공사","KOSPI","전기가스업",36950,-550,-1.47,427834590800
"675","010580","지코","KOSPI","운수장비",306,0,0,19761980616
"676","035000","지투알","KOSPI","서비스업",5320,-220,-3.97,88138615880
"677","088790","진도","KOSPI","유통업",3730,60,1.63,46430085120
"678","003780","진양산업","KOSPI","화학",3940,-85,-2.11,5.122e+10
"679","010640","진양폴리","KOSPI","화학",3060,-100,-3.16,3.06e+10
"680","100250","진양홀딩스","KOSPI","화학",2670,5,0.19,149240429640
"681","051630","진양화학","KOSPI","화학",3455,-40,-1.14,4.146e+10
"682","272450","진에어","KOSPI","운수창고업",21500,300,1.42,9.675e+11
"683","011000","진원생명과학","KOSPI","의약품",14100,-200,-1.4,631271212800
"684","002780","진흥기업","KOSPI","건설업",2560,-40,-1.54,372407667200
"685","002787","진흥기업2우B","KOSPI","건설업",11100,-200,-1.77,3272368800
"686","002785","진흥기업우B","KOSPI","건설업",4975,-135,-2.64,4264659550
"687","009310","참엔지니어링","KOSPI","기계",1475,-5,-0.34,81781407450
"688","000650","천일고속","KOSPI","운수창고업",64100,-600,-0.93,91613002000
"689","033250","체시스","KOSPI","운수장비",1600,-45,-2.74,5.12e+10
"690","035720","카카오","KOSPI","서비스업",488000,3500,0.72,43274905480000
"691","006380","카프로","KOSPI","화학",3875,-115,-2.88,1.55e+11
"692","109070","컨버즈","KOSPI","종이목재",4100,0,0,53879690800
"693","001620","케이비아이동국실업","KOSPI","운수장비",848,-26,-2.97,56003677056
"694","029460","케이씨","KOSPI","의료정밀",27750,-750,-2.63,376124721000
"695","344820","케이씨씨글라스","KOSPI","비금속광물",44200,-1250,-2.75,705896630400
"696","281820","케이씨텍","KOSPI","의료정밀",25050,-600,-2.34,522581977800
"697","145270","케이탑리츠","KOSPI","서비스업",1395,-55,-3.79,64482657165
"698","357120","코람코에너지리츠","KOSPI","서비스업",4800,0,0,3.34176e+11
"699","007815","코리아써우","KOSPI","전기전자",6460,50,0.78,19151897400
"700","007810","코리아써키트","KOSPI","전기전자",14550,-450,-3,343681927050
"701","00781K","코리아써키트2우B","KOSPI","전기전자",6670,-290,-4.17,5227272330
"702","003690","코리안리","KOSPI","보험",7860,-30,-0.38,946101251760
"703","192820","코스맥스","KOSPI","화학",104500,-500,-0.48,1050173690500
"704","044820","코스맥스비티아이","KOSPI","기타금융",15700,-450,-2.79,150781559700
"705","005070","코스모신소재","KOSPI","화학",19850,-1500,-7.03,580572105250
"706","005420","코스모화학","KOSPI","화학",12250,-350,-2.78,319857606250
"707","071950","코아스","KOSPI","기타제조업",1160,-15,-1.28,35852363600
"708","002020","코오롱","KOSPI","기타금융",22700,-500,-2.16,286619870200
"709","003070","코오롱글로벌","KOSPI","건설업",19850,-1000,-4.8,500427194300
"710","003075","코오롱글로벌우","KOSPI","건설업",24150,-650,-2.62,7554192450
"711","144620","코오롱머티리얼","KOSPI","화학",3235,-110,-3.29,222110684225
"712","002025","코오롱우","KOSPI","기타금융",13550,-200,-1.45,14585084500
"713","120110","코오롱인더","KOSPI","화학",55000,2100,3.97,1483836200000
"714","120115","코오롱인더우","KOSPI","화학",25900,850,3.39,71687574000
"715","138490","코오롱플라스틱","KOSPI","화학",5980,-50,-0.83,2.2724e+11
"716","021240","코웨이","KOSPI","서비스업",64700,-2300,-3.43,4774835349300
"717","031820","콤텍시스템","KOSPI","서비스업",1485,-20,-1.33,100759427010
"718","192400","쿠쿠홀딩스","KOSPI","기타금융",127000,3000,2.42,903279499000
"719","284740","쿠쿠홈시스","KOSPI","서비스업",40550,1150,2.92,909833731500
"720","015590","큐로","KOSPI","기계",582,-21,-3.48,132237173316
"721","264900","크라운제과","KOSPI","음식료품",9810,-390,-3.82,122858968500
"722","26490K","크라운제과우","KOSPI","음식료품",9820,-180,-1.8,7596359200
"723","005740","크라운해태홀딩스","KOSPI","기타금융",9020,-150,-1.64,133923069940
"724","005745","크라운해태홀딩스우","KOSPI","기타금융",12000,-450,-3.61,7208712000
"725","020120","키다리스튜디오","KOSPI","서비스업",11250,-150,-1.32,215093823750
"726","039490","키움증권","KOSPI","증권",129000,-5500,-4.09,3343954641000
"727","012170","키위미디어그룹","KOSPI","서비스업",1105,0,0,68534900070
"728","014580","태경비케이","KOSPI","비금속광물",4330,-205,-4.52,119434823000
"729","015890","태경산업","KOSPI","화학",5620,-60,-1.06,164265575000
"730","006890","태경케미컬","KOSPI","화학",13000,-1000,-7.14,1.508e+11
"731","003240","태광산업","KOSPI","화학",942000,-1000,-0.11,1048822800000
"732","011280","태림포장","KOSPI","종이목재",4930,-240,-4.64,349073284200
"733","004100","태양금속","KOSPI","운수장비",1200,-25,-2.04,4.404e+10
"734","004105","태양금속우","KOSPI","운수장비",2760,-75,-2.65,9.108e+09
"735","009410","태영건설","KOSPI","건설업",11850,-200,-1.66,460954311300
"736","009415","태영건설우","KOSPI","건설업",11000,-250,-2.22,14323562000
"737","001420","태원물산","KOSPI","운수장비",4060,-95,-2.29,3.0856e+10
"738","007980","태평양물산","KOSPI","섬유의복",1900,-85,-4.28,91484215300
"739","055490","테이팩스","KOSPI","화학",36900,-350,-0.94,174081285000
"740","078000","텔코웨어","KOSPI","서비스업",11300,-200,-1.74,109640577800
"741","214420","토니모리","KOSPI","화학",8290,-110,-1.31,146235600000
"742","019180","티에이치엔","KOSPI","전기전자",3350,-90,-2.62,6.03e+10
"743","363280","티와이홀딩스","KOSPI","기타금융",24500,-100,-0.41,984204567500
"744","36328K","티와이홀딩스우","KOSPI","기타금융",22150,-450,-1.99,27805736700
"745","091810","티웨이항공","KOSPI","운수창고업",2940,40,1.38,324371020260
"746","004870","티웨이홀딩스","KOSPI","비금속광물",1545,70,4.75,118471922520
"747","005690","파미셀","KOSPI","의약품",16050,150,0.94,962341147500
"748","036580","팜스코","KOSPI","음식료품",7200,-200,-2.7,264441189600
"749","028670","팬오션","KOSPI","운수창고업",5720,180,3.25,3057737608640
"750","010820","퍼스텍","KOSPI","기계",2255,-80,-3.43,108378592300
"751","016800","퍼시스","KOSPI","기타제조업",29800,-100,-0.33,3.427e+11
"752","001020","페이퍼코리아","KOSPI","종이목재",2425,-35,-1.42,90944115400
"753","090080","평화산업","KOSPI","운수장비",1090,-45,-3.96,59843462310
"754","010770","평화홀딩스","KOSPI","운수장비",3540,-90,-2.48,51774149640
"755","058430","포스코강판","KOSPI","철강금속",32750,-2250,-6.43,1.965e+11
"756","047050","포스코인터내셔널","KOSPI","유통업",22350,-150,-0.67,2757434580150
"757","003670","포스코케미칼","KOSPI","비금속광물",158000,-4500,-2.77,12239188760000
"758","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"759","017810","풀무원","KOSPI","음식료품",16800,-200,-1.18,640425055200
"760","103140","풍산","KOSPI","철강금속",36600,100,0.27,1025688574800
"761","005810","풍산홀딩스","KOSPI","기타금융",24500,-300,-1.21,255033436000
"762","950210","피비파마","KOSPI","서비스업",38800,350,0.91,2331730814000
"763","033180","필룩스","KOSPI","전기전자",4365,-485,-10,407653635600
"764","086790","하나금융지주","KOSPI","기타금융",37050,-800,-2.11,11123968397100
"765","293480","하나제약","KOSPI","의약품",23250,-450,-1.9,3.7665e+11
"766","039130","하나투어","KOSPI","서비스업",67200,200,0.3,936713232000
"767","172580","하이골드12호","KOSPI","서비스업",2010,5,0.25,26219445000
"768","153360","하이골드3호","KOSPI","서비스업",1195,0,0,19298999050
"769","071090","하이스틸","KOSPI","철강금속",27000,5200,23.85,53998488000
"770","019490","하이트론","KOSPI","전기전자",7010,170,2.49,47070495640
"771","000080","하이트진로","KOSPI","음식료품",34250,-300,-0.87,2402076176750
"772","000087","하이트진로2우B","KOSPI","음식료품",19900,-450,-2.21,22489746200
"773","000140","하이트진로홀딩스","KOSPI","기타금융",15300,-350,-2.24,355063504500
"774","000145","하이트진로홀딩스우","KOSPI","기타금융",13950,-150,-1.06,6567799500
"775","152550","한국ANKOR유전","KOSPI","기타금융",1650,0,0,1.15533e+11
"776","036460","한국가스공사","KOSPI","전기가스업",31850,-1100,-3.34,2940169050000
"777","005430","한국공항","KOSPI","운수창고업",38200,-1250,-3.17,120954761000
"778","071050","한국금융지주","KOSPI","기타금융",87300,-4700,-5.11,4864879101600
"779","071055","한국금융지주우","KOSPI","기타금융",60800,-2400,-3.8,356181660800
"780","010040","한국내화","KOSPI","비금속광물",3735,-175,-4.48,85395665520
"781","025540","한국단자","KOSPI","전기전자",79500,-200,-0.25,827992500000
"782","004090","한국석유","KOSPI","비금속광물",195500,45000,29.9,128091600000
"783","002200","한국수출포장","KOSPI","종이목재",21700,-600,-2.69,8.68e+10
"784","002960","한국쉘석유","KOSPI","화학",249500,3500,1.42,3.2435e+11
"785","000240","한국앤컴퍼니","KOSPI","기타금융",17250,-750,-4.17,1604597984250
"786","123890","한국자산신탁","KOSPI","기타금융",3880,-70,-1.77,481033677760
"787","015760","한국전력","KOSPI","전기가스업",22700,-650,-2.78,14572584547900
"788","006200","한국전자홀딩스","KOSPI","기타금융",1080,-60,-5.26,50547386880
"789","009540","한국조선해양","KOSPI","운수장비",112000,-2000,-1.75,7926588992000
"790","023350","한국종합기술","KOSPI","서비스업",7700,150,1.99,8.4315e+10
"791","025890","한국주강","KOSPI","기계",1660,-20,-1.19,18773369940
"792","000970","한국주철관","KOSPI","철강금속",8630,10,0.12,196768315000
"793","104700","한국철강","KOSPI","철강금속",7900,-130,-1.62,3.63795e+11
"794","017960","한국카본","KOSPI","기계",11750,0,0,516538894750
"795","161890","한국콜마","KOSPI","화학",57500,700,1.23,1315667850000
"796","024720","한국콜마홀딩스","KOSPI","기타금융",27300,-300,-1.09,507144428700
"797","161390","한국타이어앤테크놀로지","KOSPI","화학",47650,-3150,-6.2,5902647037850
"798","034830","한국토지신탁","KOSPI","기타금융",2100,25,1.2,530227383000
"799","007280","한국특수형강","KOSPI","철강금속",1890,-50,-2.58,100628279640
"800","168490","한국패러랠","KOSPI","기타금융",1915,-15,-0.78,153238300000
"801","010100","한국프랜지","KOSPI","운수장비",2800,-100,-3.45,85261176000
"802","047810","한국항공우주","KOSPI","운수장비",33100,-2050,-5.83,3226426041700
"803","123690","한국화장품","KOSPI","유통업",12150,-150,-1.22,195226200000
"804","003350","한국화장품제조","KOSPI","화학",36150,-550,-1.5,163831800000
"805","011500","한농화성","KOSPI","화학",19800,-2650,-11.8,309613431600
"806","002390","한독","KOSPI","의약품",27750,-200,-0.72,381938040750
"807","014790","한라","KOSPI","건설업",4870,-100,-2.01,189320967540
"808","060980","한라홀딩스","KOSPI","기타금융",41600,-550,-1.3,435638112000
"809","053690","한미글로벌","KOSPI","서비스업",9830,-270,-2.67,107712716500
"810","042700","한미반도체","KOSPI","기계",22150,-150,-0.67,1140758247150
"811","008930","한미사이언스","KOSPI","기타금융",64500,-1600,-2.42,4341147409500
"812","128940","한미약품","KOSPI","의약품",343000,-7000,-2,4142850726000
"813","009240","한샘","KOSPI","유통업",99500,0,0,2341625836000
"814","020000","한섬","KOSPI","섬유의복",37150,-1100,-2.88,915004500000
"815","003680","한성기업","KOSPI","음식료품",7470,-270,-3.49,46385077050
"816","105630","한세실업","KOSPI","섬유의복",20600,700,3.52,8.24e+11
"817","069640","한세엠케이","KOSPI","유통업",3405,5,0.15,43956241410
"818","016450","한세예스24홀딩스","KOSPI","섬유의복",7240,-230,-3.08,2.896e+11
"819","010420","한솔PNS","KOSPI","유통업",1825,-45,-2.41,37399746900
"820","009180","한솔로지스틱스","KOSPI","운수창고업",3080,-45,-1.44,84630469000
"821","213500","한솔제지","KOSPI","종이목재",13100,-300,-2.24,311787545600
"822","014680","한솔케미칼","KOSPI","화학",244000,-2500,-1.01,2765787580000
"823","004710","한솔테크닉스","KOSPI","전기전자",9520,-400,-4.03,305686038560
"824","004150","한솔홀딩스","KOSPI","기타금융",3520,-110,-3.03,147870191040
"825","025750","한솔홈데코","KOSPI","종이목재",1930,-85,-4.22,155490737570
"826","004960","한신공영","KOSPI","건설업",18400,-250,-1.34,212900916800
"827","011700","한신기계","KOSPI","기계",1770,-20,-1.12,57429687270
"828","001750","한양증권","KOSPI","증권",9940,-260,-2.55,126521627960
"829","001755","한양증권우","KOSPI","증권",14700,-500,-3.29,7717500000
"830","018880","한온시스템","KOSPI","기계",15450,-650,-4.04,8.24721e+12
"831","009420","한올바이오파마","KOSPI","의약품",22050,-650,-2.86,1151906067900
"832","014130","한익스프레스","KOSPI","운수창고업",6100,-150,-2.4,7.32e+10
"833","300720","한일시멘트","KOSPI","비금속광물",116000,-3500,-2.93,803433864000
"834","002220","한일철강","KOSPI","철강금속",2225,10,0.45,58734081500
"835","006390","한일현대시멘트","KOSPI","비금속광물",38700,-600,-1.53,650983923000
"836","003300","한일홀딩스","KOSPI","비금속광물",10900,-50,-0.46,314092002000
"837","051600","한전KPS","KOSPI","건설업",26850,-400,-1.47,1.20825e+12
"838","052690","한전기술","KOSPI","서비스업",17500,-50,-0.28,6.6885e+11
"839","130660","한전산업","KOSPI","서비스업",4730,-110,-2.27,1.54198e+11
"840","002320","한진","KOSPI","운수창고업",42300,-2100,-4.73,632284664400
"841","097230","한진중공업","KOSPI","건설업",7270,260,3.71,605404022870
"842","003480","한진중공업홀딩스","KOSPI","전기가스업",3700,-115,-3.01,109260304400
"843","180640","한진칼","KOSPI","운수창고업",60600,-700,-1.14,4015516832400
"844","18064K","한진칼우","KOSPI","운수창고업",40250,-950,-2.31,21604831500
"845","005110","한창","KOSPI","유통업",1275,-50,-3.77,85157592975
"846","009460","한창제지","KOSPI","종이목재",2280,-20,-0.87,136041868080
"847","000880","한화","KOSPI","화학",29350,-1200,-3.93,2200038872250
"848","00088K","한화3우B","KOSPI","화학",13650,-300,-2.15,306742800000
"849","088350","한화생명","KOSPI","보험",3205,65,2.07,2783638650000
"850","000370","한화손해보험","KOSPI","보험",3780,30,0.8,441273098700
"851","009830","한화솔루션","KOSPI","화학",45050,-2100,-4.45,7201895589850
"852","009835","한화솔루션우","KOSPI","화학",53000,-1800,-3.28,59558061000
"853","272210","한화시스템","KOSPI","전기전자",21000,150,0.72,2314838169000
"854","012450","한화에어로스페이스","KOSPI","운수장비",36900,-2000,-5.14,1.868247e+12
"855","000885","한화우","KOSPI","화학",38500,-1300,-3.27,18452819000
"856","003530","한화투자증권","KOSPI","증권",2780,-15,-0.54,596442814500
"857","003535","한화투자증권우","KOSPI","증권",4050,-165,-3.91,1.944e+10
"858","195870","해성디에스","KOSPI","전기전자",33100,-1300,-3.78,5.627e+11
"859","101530","해태제과식품","KOSPI","음식료품",8130,-290,-3.44,236719762860
"860","143210","핸즈코퍼레이션","KOSPI","운수장비",6790,-70,-1.02,148451589720
"861","000720","현대건설","KOSPI","건설업",39800,-1750,-4.21,4431959447000
"862","267270","현대건설기계","KOSPI","기계",37450,250,0.67,737794697850
"863","000725","현대건설우","KOSPI","건설업",163000,-4500,-2.69,16113528000
"864","005440","현대그린푸드","KOSPI","유통업",9060,-130,-1.41,885202606920
"865","086280","현대글로비스","KOSPI","운수창고업",193000,-2000,-1.03,7.2375e+12
"866","064350","현대로템","KOSPI","운수장비",19600,-400,-2,2139188942800
"867","079430","현대리바트","KOSPI","기타제조업",16200,-250,-1.52,332671568400
"868","012330","현대모비스","KOSPI","운수장비",303000,-11500,-3.66,28801572282000
"869","010620","현대미포조선","KOSPI","운수장비",54000,900,1.69,2156876046000
"870","069960","현대백화점","KOSPI","유통업",82000,-700,-0.85,1919000162000
"871","004560","현대비앤지스틸","KOSPI","철강금속",20400,1200,6.25,307607744400
"872","004565","현대비앤지스틸우","KOSPI","철강금속",96000,-800,-0.83,10545792000
"873","011760","현대상사","KOSPI","유통업",17350,-50,-0.29,229522560100
"874","004310","현대약품","KOSPI","의약품",7770,-100,-1.27,2.4864e+11
"875","322000","현대에너지솔루션","KOSPI","전기전자",32500,-1300,-3.85,3.64e+11
"876","017800","현대엘리베이","KOSPI","기계",43100,-900,-2.05,1759134732100
"877","307950","현대오토에버","KOSPI","서비스업",130000,1500,1.17,2.73e+12
"878","011210","현대위아","KOSPI","운수장비",77100,-2100,-2.65,2096740899300
"879","267260","현대일렉트릭","KOSPI","전기전자",17650,-500,-2.75,636231932750
"880","004020","현대제철","KOSPI","철강금속",39950,-1200,-2.92,5331159110750
"881","267250","현대중공업지주","KOSPI","화학",270500,-7000,-2.52,4273525898500
"882","005380","현대차","KOSPI","운수장비",237000,-8000,-3.27,50639360319000
"883","005387","현대차2우B","KOSPI","운수장비",102000,-5000,-4.67,3721516002000
"884","005389","현대차3우B","KOSPI","운수장비",99600,-2900,-2.83,241902006000
"885","005385","현대차우","KOSPI","운수장비",104000,-3500,-3.26,2533095240000
"886","001500","현대차증권","KOSPI","증권",11450,-350,-2.97,344039409500
"887","227840","현대코퍼레이션홀딩스","KOSPI","유통업",12500,-450,-3.47,113760450000
"888","126560","현대퓨처넷","KOSPI","서비스업",3710,-60,-1.59,418772171160
"889","001450","현대해상","KOSPI","보험",21900,200,0.92,1.95786e+12
"890","057050","현대홈쇼핑","KOSPI","유통업",79500,-100,-0.13,9.54e+11
"891","093240","형지엘리트","KOSPI","섬유의복",3870,-50,-1.28,120569068260
"892","003010","혜인","KOSPI","유통업",5700,-200,-3.39,72462657900
"893","111110","호전실업","KOSPI","섬유의복",9830,-370,-3.63,7.864e+10
"894","008770","호텔신라","KOSPI","유통업",81600,-1800,-2.16,3202646673600
"895","008775","호텔신라우","KOSPI","유통업",82600,-300,-0.36,62105205400
"896","002460","화성산업","KOSPI","건설업",11400,-200,-1.72,141939120000
"897","013520","화승알앤에이","KOSPI","운수장비",3650,0,0,252013793750
"898","241590","화승엔터프라이즈","KOSPI","기타제조업",15450,500,3.34,935426970750
"899","006060","화승인더","KOSPI","화학",7740,-20,-0.26,428176800000
"900","010690","화신","KOSPI","운수장비",4915,185,3.91,171633815150
"901","133820","화인베스틸","KOSPI","철강금속",2400,-30,-1.23,7.092e+10
"902","010660","화천기계","KOSPI","기계",2330,-35,-1.48,5.126e+10
"903","000850","화천기공","KOSPI","기계",31150,-250,-0.8,6.853e+10
"904","016580","환인제약","KOSPI","의약품",19100,-400,-2.05,355261337000
"905","032560","황금에스티","KOSPI","철강금속",9250,-150,-1.6,1.295e+11
"906","004800","효성","KOSPI","기타금융",80100,-2800,-3.38,1687789102500
"907","094280","효성ITX","KOSPI","서비스업",19800,-450,-2.22,228852360000
"908","298040","효성중공업","KOSPI","전기전자",72400,-1600,-2.16,675097275200
"909","298050","효성첨단소재","KOSPI","화학",292500,-500,-0.17,1310384790000
"910","298020","효성티앤씨","KOSPI","화학",411000,-7000,-1.67,1778677302000
"911","298000","효성화학","KOSPI","화학",226500,1500,0.67,722563539000
"912","093370","후성","KOSPI","화학",10100,-250,-2.42,935328871900
"913","081660","휠라홀딩스","KOSPI","유통업",40000,-1500,-3.61,2430088880000
"914","005870","휴니드","KOSPI","전기전자",6180,-180,-2.83,87236972700
"915","079980","휴비스","KOSPI","화학",8080,-270,-3.23,2.7876e+11
"916","005010","휴스틸","KOSPI","철강금속",8870,10,0.11,67604195160
"917","069260","휴켐스","KOSPI","화학",22900,-550,-2.35,936119665200
"918","000540","흥국화재","KOSPI","보험",4335,165,3.96,278491866075
"919","000547","흥국화재2우B","KOSPI","보험",19600,-250,-1.26,3010560000
"920","000545","흥국화재우","KOSPI","보험",7250,0,0,5.568e+09
"921","003280","흥아해운","KOSPI","운수창고업",258,0,0,30117000222
"922","060310","3S","KOSDAQ","기계·장비",2375,-70,-2.86,106405963625
"923","054620","APS홀딩스","KOSDAQ","금융",7720,-170,-2.15,157443386120
