Date,days_passed,price,vert_barrier,top_barrier,bottom_barrier,out
2000-11-17,221,0.28407496213912964,2000-12-05 00:00:00,0.3122606165444259,0.2558893077338334,-1
2000-11-20,222,0.2907932698726654,2000-12-06 00:00:00,0.31883463321880057,0.26275190652653024,-1
2000-11-21,223,0.2888740301132202,2000-12-07 00:00:00,0.3153707957862235,0.2623772644402169,-1
2000-11-22,224,0.28407496213912964,2000-12-08 00:00:00,0.3089244290016616,0.25922549527659766,-1
2000-11-24,225,0.29655125737190247,2000-12-11 00:00:00,0.322857277272633,0.2702452374711719,-1
2000-11-27,226,0.2869538366794586,2000-12-12 00:00:00,0.3117183299083663,0.26218934345055095,-1
2000-11-28,227,0.27687761187553406,2000-12-13 00:00:00,0.300149469852151,0.2536057538989171,-1
2000-11-29,228,0.2696792781352997,2000-12-14 00:00:00,0.2914371818307049,0.2479213744398945,-1
2000-11-30,229,0.25336429476737976,2000-12-15 00:00:00,0.2742960962586859,0.23243249327607365,-1
2000-12-01,230,0.2620020806789398,2000-12-18 00:00:00,0.283975252766106,0.2400289085917736,-1
2000-12-04,231,0.2562433183193207,2000-12-19 00:00:00,0.27676924417940835,0.235717392459233,-1
2000-12-05,232,0.2610415816307068,2000-12-20 00:00:00,0.2814752691981559,0.24060789406325767,-1
2000-12-06,233,0.21977396309375763,2000-12-21 00:00:00,0.2454904449996454,0.19405748118786986,-0.14926724987306558
2000-12-07,234,0.21977396309375763,2000-12-22 00:00:00,0.24441586248819336,0.1951320636993219,0.4284182969495557
2000-12-08,235,0.23129057884216309,2000-12-26 00:00:00,0.257959355377053,0.20462180230727317,-0.21590186111808782
2000-12-11,236,0.2332099974155426,2000-12-27 00:00:00,0.25896899329817896,0.20745100153290624,-0.2235313372457502
2000-12-12,237,0.2360897660255432,2000-12-28 00:00:00,0.261122046129351,0.21105748592173537,-0.34506290956851965
2000-12-13,238,0.23033100366592407,2000-12-29 00:00:00,0.2536573492084807,0.2070046581233674,-0.08228352213998652
2000-12-14,239,0.22169412672519684,2001-01-02 00:00:00,0.24335083042327915,0.20003742302711452,0.3101812336946794
2000-12-15,240,0.2159353345632553,2001-01-03 00:00:00,0.23606940387665848,0.19580126524985214,1
2000-12-18,241,0.21881434321403503,2001-01-04 00:00:00,0.2385609121182038,0.19906777430986627,1
